SecSinceMidnight-MS,Temperature_DHT_C,Humidity_RH,Light_Level,Light_Percent,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Speed,GPS_Course,GPS_Sats,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135,Mic1,Mic2,Radiation_CPS,DateTime,GPS_DateTime,Temp_Diff,Humidity_Diff
52476-358,25.1,56.0,336,67.1,49.3526,8.1646,110.5,0.4,0,8,-2754.0398511691906,-6343.550845864328,-1319.7961969608618,-968.7363000874344,-869.437070594317,-831.5458381804337,-1387.6736484170042,-10455.256795531583,367,2,3,0,2025-07-25 16:34:36,2025-07-25 14:34:36,0.31582391433670765,-1.092207019631175
52478-460,25.1,56.0,336,67.2,49.3526,8.1646,109.8,0.4,0,8,-2754.0398511691906,-6343.550845864328,-1319.7961969608618,-965.800735541715,-869.437070594317,-831.5458381804337,-1383.4299981160348,-10455.256795531583,367,3,2,0,2025-07-25 16:34:38,2025-07-25 14:34:38,0.31582391433670765,-1.092207019631175
52480-683,25.1,56.0,337,67.1,49.3526,8.1646,108.4,0.4,0,8,-2768.3838087273634,-6343.550845864328,-1319.7961969608618,-968.7363000874344,-869.437070594317,-829.1215062906948,-1387.6736484170042,-10455.256795531583,367,3,2,0,2025-07-25 16:34:40,2025-07-25 14:34:40,0.31582391433670765,-1.092207019631175
52482-637,25.1,56.0,336,67.2,49.3526,8.1646,107.4,0.7,0,8,-2754.0398511691906,-6372.516831461881,-1319.7961969608618,-965.800735541715,-865.8144161335074,-829.1215062906948,-1387.6736484170042,-10455.256795531583,367,3,2,0,2025-07-25 16:34:42,2025-07-25 14:34:42,0.31582391433670765,-1.092207019631175
52483-717,25.1,56.0,337,67.1,49.3526,8.1646,106.8,0.4,0,8,-2754.0398511691906,-6343.550845864328,-1319.7961969608618,-965.800735541715,-865.8144161335074,-829.1215062906948,-1387.6736484170042,-10430.063405662833,366,3,2,0,2025-07-25 16:34:43,2025-07-25 14:34:44,0.31582391433670765,-1.092207019631175
52485-756,25.1,56.0,337,67.1,49.3526,8.1646,106.2,0.3,0,8,-2754.0398511691906,-6343.550845864328,-1319.7961969608618,-965.800735541715,-865.8144161335074,-829.1215062906948,-1387.6736484170042,-10480.450185400334,368,2,2,0,2025-07-25 16:34:45,2025-07-25 14:34:46,0.31582391433670765,-1.092207019631175
52487-806,25.1,56.0,338,67.0,49.3526,8.1646,106.1,0.2,0,8,-2754.0398511691906,-6343.550845864328,-1323.215358092885,-968.7363000874344,-869.437070594317,-829.1215062906948,-1391.9172987179734,-10455.256795531583,367,2,3,0,2025-07-25 16:34:47,2025-07-25 14:34:48,0.31582391433670765,-1.092207019631175
52489-864,25.1,56.0,337,67.1,49.3526,8.1646,105.8,0.2,0,8,-2768.3838087273634,-6343.550845864328,-1319.7961969608618,-965.800735541715,-862.1917616726977,-829.1215062906948,-1387.6736484170042,-10455.256795531583,367,2,2,0,2025-07-25 16:34:49,2025-07-25 14:34:50,0.31582391433670765,-1.092207019631175
52491-036,25.1,56.0,337,67.1,49.3526,8.1646,105.3,0.1,0,8,-2768.3838087273634,-6343.550845864328,-1316.377035828839,-968.7363000874344,-869.437070594317,-831.5458381804337,-1387.6736484170042,-10455.256795531583,368,2,3,0,2025-07-25 16:34:51,2025-07-25 14:34:52,0.31582391433670765,-1.092207019631175
52493-133,25.1,56.0,338,67.1,49.3526,8.1646,105.3,0.2,0,8,-2754.0398511691906,-6343.550845864328,-1319.7961969608618,-968.7363000874344,-869.437070594317,-831.5458381804337,-1387.6736484170042,-10455.256795531583,367,2,2,0,2025-07-25 16:34:53,2025-07-25 14:34:55,0.31582391433670765,-1.092207019631175
52495-219,25.1,56.0,337,67.2,49.3526,8.1646,105.1,0.4,0,8,-2754.0398511691906,-6372.516831461881,-1323.215358092885,-965.800735541715,-869.437070594317,-831.5458381804337,-1387.6736484170042,-10455.256795531583,368,3,2,0,2025-07-25 16:34:55,2025-07-25 14:34:57,0.31582391433670765,-1.092207019631175
52497-252,25.1,56.0,337,67.1,49.3526,8.1646,104.6,0.6,0,8,-2754.0398511691906,-6343.550845864328,-1319.7961969608618,-968.7363000874344,-865.8144161335074,-831.5458381804337,-1387.6736484170042,-10455.256795531583,367,2,2,0,2025-07-25 16:34:57,2025-07-25 14:34:59,0.31582391433670765,-1.092207019631175
52499-301,25.1,56.0,336,67.2,49.3526,8.1646,104.2,0.3,0,8,-2754.0398511691906,-6343.550845864328,-1319.7961969608618,-968.7363000874344,-865.8144161335074,-829.1215062906948,-1387.6736484170042,-10480.450185400334,367,2,2,0,2025-07-25 16:34:59,2025-07-25 14:35:01,0.31582391433670765,-1.092207019631175
52501-358,25.1,56.0,337,67.1,49.3526,8.1646,103.8,0.5,0,7,-2768.3838087273634,-6372.516831461881,-1319.7961969608618,-968.7363000874344,-869.437070594317,-831.5458381804337,-1387.6736484170042,-10455.256795531583,367,2,3,0,2025-07-25 16:35:01,2025-07-25 14:35:03,0.31582391433670765,-1.092207019631175
52504-530,25.1,56.0,337,67.1,49.3526,8.1646,103.5,0.7,0,7,-2754.0398511691906,-6372.516831461881,-1319.7961969608618,-968.7363000874344,-869.437070594317,-831.5458381804337,-1387.6736484170042,-10455.256795531583,367,3,3,0,2025-07-25 16:35:04,2025-07-25 14:35:05,0.31582391433670765,-1.092207019631175
52506-537,25.1,56.0,338,67.0,49.3526,8.1646,103.3,0.7,0,7,-2754.0398511691906,-6343.550845864328,-1323.215358092885,-968.7363000874344,-869.437070594317,-831.5458381804337,-1387.6736484170042,-10455.256795531583,367,2,3,0,2025-07-25 16:35:06,2025-07-25 14:35:07,0.31582391433670765,-1.092207019631175
52508-616,25.1,56.0,337,67.1,49.3526,8.1647,103.3,0.6,0,7,-2768.3838087273634,-6343.550845864328,-1319.7961969608618,-965.800735541715,-865.8144161335074,-829.1215062906948,-1387.6736484170042,-10455.256795531583,367,3,3,0,2025-07-25 16:35:08,2025-07-25 14:35:09,0.31582391433670765,-1.092207019631175
52510-655,25.1,56.0,338,67.1,49.3526,8.1647,103.0,0.7,0,7,-2754.0398511691906,-6314.584860266774,-1319.7961969608618,-965.800735541715,-869.437070594317,-831.5458381804337,-1391.9172987179734,-10480.450185400334,368,3,3,0,2025-07-25 16:35:10,2025-07-25 14:35:11,0.31582391433670765,-1.092207019631175
52513-706,25.1,56.0,340,66.8,49.3525,8.1647,102.8,1.0,0,7,-2754.0398511691906,-6285.61887466922,-1319.7961969608618,-971.671864633154,-865.8144161335074,-829.1215062906948,-1387.6736484170042,-10480.450185400334,367,3,2,0,2025-07-25 16:35:13,2025-07-25 14:35:13,0.31582391433670765,-1.092207019631175
52515-764,25.1,56.0,337,67.0,49.3525,8.1647,102.8,0.6,0,7,-2768.3838087273634,-6285.61887466922,-1316.377035828839,-965.800735541715,-869.437070594317,-826.697174400956,-1387.6736484170042,-10455.256795531583,366,2,2,0,2025-07-25 16:35:15,2025-07-25 14:35:15,0.31582391433670765,-1.092207019631175
52517-937,25.1,56.0,338,67.0,49.3525,8.1647,102.8,0.5,0,7,-2754.0398511691906,-6285.61887466922,-1316.377035828839,-965.800735541715,-869.437070594317,-826.697174400956,-1387.6736484170042,-10455.256795531583,367,3,3,0,2025-07-25 16:35:17,2025-07-25 14:35:17,0.31582391433670765,-1.092207019631175
52519-084,25.1,56.0,338,67.0,49.3525,8.1647,102.6,0.3,0,7,-2754.0398511691906,-6285.61887466922,-1319.7961969608618,-968.7363000874344,-869.437070594317,-826.697174400956,-1387.6736484170042,-10455.256795531583,367,2,2,0,2025-07-25 16:35:19,2025-07-25 14:35:20,0.31582391433670765,-1.092207019631175
52521-065,25.1,56.0,337,67.0,49.3525,8.1647,102.6,0.3,0,7,-2754.0398511691906,-6314.584860266774,-1316.377035828839,-965.800735541715,-865.8144161335074,-829.1215062906948,-1387.6736484170042,-10455.256795531583,367,3,3,0,2025-07-25 16:35:21,2025-07-25 14:35:22,0.31582391433670765,-1.092207019631175
52523-202,25.1,56.0,338,66.9,49.3525,8.1647,102.3,0.4,0,7,-2754.0398511691906,-6314.584860266774,-1319.7961969608618,-968.7363000874344,-865.8144161335074,-829.1215062906948,-1387.6736484170042,-10455.256795531583,367,2,2,0,2025-07-25 16:35:23,2025-07-25 14:35:24,0.31582391433670765,-1.092207019631175
52525-201,25.1,56.0,339,67.0,49.3525,8.1647,102.2,0.3,0,8,-2739.695893611018,-6314.584860266774,-1319.7961969608618,-968.7363000874344,-869.437070594317,-826.697174400956,-1387.6736484170042,-10455.256795531583,367,2,3,0,2025-07-25 16:35:25,2025-07-25 14:35:26,0.31582391433670765,-1.092207019631175
52527-259,25.1,56.0,340,66.8,49.3525,8.1647,102.1,0.6,0,8,-2768.3838087273634,-6314.584860266774,-1319.7961969608618,-968.7363000874344,-865.8144161335074,-831.5458381804337,-1387.6736484170042,-10430.063405662833,366,2,3,0,2025-07-25 16:35:27,2025-07-25 14:35:28,0.31582391433670765,-1.092207019631175
52530-430,25.1,56.0,339,66.9,49.3525,8.1647,102.2,0.3,0,8,-2754.0398511691906,-6314.584860266774,-1323.215358092885,-968.7363000874344,-865.8144161335074,-829.1215062906948,-1387.6736484170042,-10430.063405662833,367,3,3,0,2025-07-25 16:35:30,2025-07-25 14:35:30,0.31582391433670765,-1.092207019631175
52532-480,25.1,56.0,339,66.9,49.3526,8.1646,102.5,2.1,0,8,-2754.0398511691906,-6285.61887466922,-1316.377035828839,-965.800735541715,-865.8144161335074,-829.1215062906948,-1387.6736484170042,-10455.256795531583,367,3,3,0,2025-07-25 16:35:32,2025-07-25 14:35:32,0.31582391433670765,-1.092207019631175
52534-516,25.1,56.0,339,66.9,49.3526,8.1646,102.3,2.4,0,8,-2754.0398511691906,-6314.584860266774,-1316.377035828839,-968.7363000874344,-865.8144161335074,-829.1215062906948,-1383.4299981160348,-10455.256795531583,366,2,3,0,2025-07-25 16:35:34,2025-07-25 14:35:34,0.31582391433670765,-1.092207019631175
52536-557,25.1,56.0,340,66.9,49.3526,8.1646,102.3,2.1,0,8,-2754.0398511691906,-6285.61887466922,-1316.377035828839,-968.7363000874344,-865.8144161335074,-829.1215062906948,-1387.6736484170042,-10430.063405662833,367,3,3,0,2025-07-25 16:35:36,2025-07-25 14:35:36,0.31582391433670765,-1.092207019631175
52538-607,25.1,56.0,340,66.9,49.3526,8.1646,102.5,1.3,0,8,-2739.695893611018,-6285.61887466922,-1316.377035828839,-968.7363000874344,-862.1917616726977,-826.697174400956,-1391.9172987179734,-10455.256795531583,366,2,3,1,2025-07-25 16:35:38,2025-07-25 14:35:38,0.31582391433670765,-1.092207019631175
52540-663,25.1,56.0,341,66.8,49.3526,8.1645,102.6,2.7,0,8,-2754.0398511691906,-6314.584860266774,-1319.7961969608618,-971.671864633154,-865.8144161335074,-831.5458381804337,-1387.6736484170042,-10455.256795531583,367,2,3,0,2025-07-25 16:35:40,2025-07-25 14:35:40,0.31582391433670765,-1.092207019631175
52542-835,25.2,56.0,339,66.9,49.3526,8.1645,103.0,3.1,0,8,-3795.5868043885453,-8606.330038288617,-2016.5790675006199,-1522.2268839915344,-1322.7499763819665,-1210.9843709427566,-2081.1373161356537,-14189.762664348376,367,2,2,0,2025-07-25 16:35:42,2025-07-25 14:35:42,0.4158239143367055,-1.092207019631175
52544-886,25.2,56.0,339,66.8,49.3526,8.1645,103.5,1.5,0,8,-3775.9205515160656,-8606.330038288617,-2011.368268876587,-1526.853713426159,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14224.037453392697,367,2,2,0,2025-07-25 16:35:44,2025-07-25 14:35:44,0.4158239143367055,-1.092207019631175
52546-071,25.2,56.0,341,66.8,49.3526,8.1644,104.0,2.3,299,8,-3775.9205515160656,-8645.990545377505,-2006.1574702525547,-1522.2268839915344,-1322.7499763819665,-1210.9843709427566,-2081.1373161356537,-14224.037453392697,367,2,2,0,2025-07-25 16:35:46,2025-07-25 14:35:47,0.4158239143367055,-1.092207019631175
52548-051,25.2,56.0,339,66.9,49.3526,8.1644,105.0,1.6,0,8,-3775.9205515160656,-8645.990545377505,-2016.5790675006199,-1522.2268839915344,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14224.037453392697,367,2,3,0,2025-07-25 16:35:48,2025-07-25 14:35:49,0.4158239143367055,-1.092207019631175
52550-101,25.2,56.0,339,66.9,49.3526,8.1645,105.5,0.3,0,8,-3795.5868043885453,-8645.990545377505,-2011.368268876587,-1522.2268839915344,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14189.762664348376,367,3,2,0,2025-07-25 16:35:50,2025-07-25 14:35:51,0.4158239143367055,-1.092207019631175
52552-115,25.2,56.0,340,66.7,49.3526,8.1645,105.6,0.6,0,8,-3775.9205515160656,-8606.330038288617,-2006.1574702525547,-1526.853713426159,-1322.7499763819665,-1210.9843709427566,-2081.1373161356537,-14224.037453392697,367,2,3,0,2025-07-25 16:35:52,2025-07-25 14:35:53,0.4158239143367055,-1.092207019631175
52554-331,25.2,56.0,339,66.9,49.3526,8.1645,105.8,0.4,0,8,-3756.254298643586,-8645.990545377505,-2011.368268876587,-1522.2268839915344,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14258.312242437016,367,2,2,0,2025-07-25 16:35:54,2025-07-25 14:35:55,0.4158239143367055,-1.092207019631175
52556-383,25.2,56.0,340,66.7,49.3526,8.1645,106.1,0.6,0,8,-3756.254298643586,-8645.990545377505,-2011.368268876587,-1522.2268839915344,-1322.7499763819665,-1214.5252609162735,-2087.501650435763,-14189.762664348376,366,2,2,0,2025-07-25 16:35:56,2025-07-25 14:35:57,0.4158239143367055,-1.092207019631175
52558-418,25.2,56.0,341,66.7,49.3526,8.1645,106.3,0.8,0,8,-3775.9205515160656,-8645.990545377505,-2006.1574702525547,-1526.853713426159,-1317.2385181470415,-1210.9843709427566,-2087.501650435763,-14189.762664348376,367,3,2,0,2025-07-25 16:35:58,2025-07-25 14:35:59,0.4158239143367055,-1.092207019631175
52560-457,25.2,56.0,341,66.7,49.3526,8.1645,106.1,0.5,0,8,-3775.9205515160656,-8606.330038288617,-2011.368268876587,-1522.2268839915344,-1322.7499763819665,-1210.9843709427566,-2081.1373161356537,-14189.762664348376,367,2,2,0,2025-07-25 16:36:00,2025-07-25 14:36:01,0.4158239143367055,-1.092207019631175
52562-507,25.2,56.0,341,66.7,49.3526,8.1645,106.2,0.4,0,7,-3775.9205515160656,-8645.990545377505,-2000.9466716285222,-1526.853713426159,-1317.2385181470415,-1210.9843709427566,-2087.501650435763,-14224.037453392697,367,3,3,0,2025-07-25 16:36:02,2025-07-25 14:36:03,0.4158239143367055,-1.092207019631175
52564-565,25.2,56.0,340,66.7,49.3526,8.1645,106.0,0.9,0,7,-3775.9205515160656,-8645.990545377505,-2006.1574702525547,-1522.2268839915344,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14189.762664348376,366,3,3,0,2025-07-25 16:36:04,2025-07-25 14:36:05,0.4158239143367055,-1.092207019631175
52567-737,25.2,56.0,341,66.6,49.3526,8.1645,106.1,0.4,0,7,-3775.9205515160656,-8645.990545377505,-2016.5790675006199,-1522.2268839915344,-1322.7499763819665,-1214.5252609162735,-2081.1373161356537,-14224.037453392697,368,2,2,0,2025-07-25 16:36:07,2025-07-25 14:36:07,0.4158239143367055,-1.092207019631175
52569-789,25.2,56.0,341,66.7,49.3526,8.1645,106.3,0.2,0,8,-3775.9205515160656,-8645.990545377505,-2011.368268876587,-1522.2268839915344,-1317.2385181470415,-1210.9843709427566,-2087.501650435763,-14224.037453392697,367,2,2,0,2025-07-25 16:36:09,2025-07-25 14:36:09,0.4158239143367055,-1.092207019631175
52571-921,25.2,56.0,341,66.7,49.3526,8.1645,106.4,0.9,0,7,-3756.254298643586,-8645.990545377505,-2006.1574702525547,-1526.853713426159,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14224.037453392697,366,3,2,0,2025-07-25 16:36:11,2025-07-25 14:36:12,0.4158239143367055,-1.092207019631175
52572-909,25.2,56.0,342,66.6,49.3526,8.1645,106.4,0.3,0,7,-3756.254298643586,-8645.990545377505,-2006.1574702525547,-1522.2268839915344,-1317.2385181470415,-1210.9843709427566,-2074.7729818355447,-14258.312242437016,367,3,1,0,2025-07-25 16:36:12,2025-07-25 14:36:14,0.4158239143367055,-1.092207019631175
52574-057,25.2,56.0,342,66.7,49.3526,8.1645,107.5,0.1,0,8,-3775.9205515160656,-8645.990545377505,-2011.368268876587,-1522.2268839915344,-1322.7499763819665,-1210.9843709427566,-2081.1373161356537,-14224.037453392697,366,2,2,0,2025-07-25 16:36:14,2025-07-25 14:36:16,0.4158239143367055,-1.092207019631175
52576-062,25.2,56.0,341,66.7,49.3526,8.1645,108.9,0.9,0,8,-3775.9205515160656,-8645.990545377505,-2011.368268876587,-1526.853713426159,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14189.762664348376,366,3,2,0,2025-07-25 16:36:16,2025-07-25 14:36:18,0.4158239143367055,-1.092207019631175
52578-234,25.2,56.0,341,66.7,49.3526,8.1645,109.7,0.1,0,8,-3775.9205515160656,-8606.330038288617,-2011.368268876587,-1526.853713426159,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14189.762664348376,367,2,3,0,2025-07-25 16:36:18,2025-07-25 14:36:20,0.4158239143367055,-1.092207019631175
52580-337,25.2,56.0,343,66.6,49.3526,8.1645,110.8,1.0,0,8,-3775.9205515160656,-8645.990545377505,-2011.368268876587,-1526.853713426159,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14189.762664348376,366,2,2,0,2025-07-25 16:36:20,2025-07-25 14:36:22,0.4158239143367055,-1.092207019631175
52582-372,25.2,56.0,342,66.6,49.3526,8.1645,111.9,0.2,0,8,-3756.254298643586,-8645.990545377505,-2011.368268876587,-1522.2268839915344,-1317.2385181470415,-1210.9843709427566,-2087.501650435763,-14224.037453392697,366,3,2,1,2025-07-25 16:36:22,2025-07-25 14:36:24,0.4158239143367055,-1.092207019631175
52584-360,25.2,56.0,342,66.6,49.3526,8.1645,113.0,0.5,0,8,-3756.254298643586,-8645.990545377505,-2011.368268876587,-1526.853713426159,-1322.7499763819665,-1210.9843709427566,-2087.501650435763,-14224.037453392697,366,2,4,0,2025-07-25 16:36:24,2025-07-25 14:36:26,0.4158239143367055,-1.092207019631175
52586-410,25.2,56.0,342,66.6,49.3526,8.1645,114.0,0.6,0,8,-3775.9205515160656,-8645.990545377505,-2011.368268876587,-1526.853713426159,-1317.2385181470415,-1214.5252609162735,-2087.501650435763,-14189.762664348376,366,2,4,0,2025-07-25 16:36:26,2025-07-25 14:36:28,0.4158239143367055,-1.092207019631175
52588-468,25.2,56.0,342,66.5,49.3526,8.1645,114.8,1.6,0,8,-3756.254298643586,-8645.990545377505,-2006.1574702525547,-1522.2268839915344,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14189.762664348376,367,2,3,0,2025-07-25 16:36:28,2025-07-25 14:36:30,0.4158239143367055,-1.092207019631175
52591-639,25.2,56.0,344,66.5,49.3526,8.1645,115.6,0.9,0,8,-3775.9205515160656,-8645.990545377505,-2011.368268876587,-1526.853713426159,-1322.7499763819665,-1210.9843709427566,-2087.501650435763,-14258.312242437016,367,3,2,1,2025-07-25 16:36:31,2025-07-25 14:36:32,0.4158239143367055,-1.092207019631175
52593-690,25.2,56.0,342,66.5,49.3527,8.1645,116.5,1.3,0,8,-3775.9205515160656,-8606.330038288617,-2016.5790675006199,-1522.2268839915344,-1317.2385181470415,-1207.44348096924,-2074.7729818355447,-14155.487875304058,367,2,3,1,2025-07-25 16:36:33,2025-07-25 14:36:34,0.4158239143367055,-1.092207019631175
52595-769,25.2,56.0,343,66.4,49.3527,8.1645,117.7,0.8,0,8,-3756.254298643586,-8645.990545377505,-2011.368268876587,-1522.2268839915344,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14189.762664348376,367,2,2,0,2025-07-25 16:36:35,2025-07-25 14:36:36,0.4158239143367055,-1.092207019631175
52597-855,25.2,56.0,344,66.4,49.3527,8.1645,118.5,1.4,0,8,-3775.9205515160656,-8606.330038288617,-2011.368268876587,-1522.2268839915344,-1322.7499763819665,-1210.9843709427566,-2087.501650435763,-14224.037453392697,366,2,3,1,2025-07-25 16:36:37,2025-07-25 14:36:39,0.4158239143367055,-1.092207019631175
52599-861,25.2,56.0,343,66.5,49.3527,8.1646,119.8,1.1,0,7,-3775.9205515160656,-8566.66953119973,-2016.5790675006199,-1526.853713426159,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14189.762664348376,367,3,2,0,2025-07-25 16:36:39,2025-07-25 14:36:41,0.4158239143367055,-1.092207019631175
52601-016,25.2,56.0,344,66.5,49.3527,8.1645,120.7,0.5,0,7,-3775.9205515160656,-8606.330038288617,-2011.368268876587,-1526.853713426159,-1317.2385181470415,-1207.44348096924,-2087.501650435763,-14189.762664348376,366,2,3,0,2025-07-25 16:36:41,2025-07-25 14:36:43,0.4158239143367055,-1.092207019631175
52604-091,25.2,56.0,344,66.3,49.3527,8.1645,121.7,0.3,0,7,-3775.9205515160656,-8606.330038288617,-2011.368268876587,-1526.853713426159,-1322.7499763819665,-1210.9843709427566,-2081.1373161356537,-14224.037453392697,367,2,2,0,2025-07-25 16:36:44,2025-07-25 14:36:45,0.4158239143367055,-1.092207019631175
52606-290,25.2,56.0,344,66.5,49.3527,8.1645,122.3,0.9,0,7,-3756.254298643586,-8645.990545377505,-2011.368268876587,-1526.853713426159,-1317.2385181470415,-1214.5252609162735,-2081.1373161356537,-14224.037453392697,367,2,2,0,2025-07-25 16:36:46,2025-07-25 14:36:47,0.4158239143367055,-1.092207019631175
52608-272,25.2,56.0,344,66.4,49.3527,8.1645,123.2,0.5,0,8,-3756.254298643586,-8645.990545377505,-2011.368268876587,-1526.853713426159,-1311.7270599121168,-1210.9843709427566,-2081.1373161356537,-14224.037453392697,367,3,2,1,2025-07-25 16:36:48,2025-07-25 14:36:49,0.4158239143367055,-1.092207019631175
52610-261,25.2,56.0,343,66.5,49.3527,8.1645,123.6,0.5,0,8,-3775.9205515160656,-8606.330038288617,-2011.368268876587,-1526.853713426159,-1322.7499763819665,-1210.9843709427566,-2081.1373161356537,-14189.762664348376,366,2,2,0,2025-07-25 16:36:50,2025-07-25 14:36:51,0.4158239143367055,-1.092207019631175
52612-313,25.2,56.0,345,66.4,49.3527,8.1645,124.1,0.7,0,8,-3775.9205515160656,-8606.330038288617,-2011.368268876587,-1531.4805428607835,-1322.7499763819665,-1214.5252609162735,-2087.501650435763,-14189.762664348376,367,3,3,1,2025-07-25 16:36:52,2025-07-25 14:36:53,0.4158239143367055,-1.092207019631175
52614-371,25.2,56.0,343,66.5,49.3527,8.1645,124.7,1.1,0,8,-3775.9205515160656,-8606.330038288617,-2011.368268876587,-1526.853713426159,-1317.2385181470415,-1210.9843709427566,-2081.1373161356537,-14155.487875304058,366,3,3,1,2025-07-25 16:36:54,2025-07-25 14:36:55,0.4158239143367055,-1.092207019631175
52616-542,25.2,56.0,345,66.3,49.3527,8.1645,124.6,0.8,0,8,-3756.254298643586,-8645.990545377505,-2006.1574702525547,-1526.853713426159,-1317.2385181470415,-1207.44348096924,-2081.1373161356537,-14224.037453392697,366,2,2,0,2025-07-25 16:36:56,2025-07-25 14:36:57,0.4158239143367055,-1.092207019631175
52618-593,25.2,56.0,345,66.3,49.3527,8.1645,124.6,0.8,0,8,-3756.254298643586,-8685.651052466392,-2011.368268876587,-1522.2268839915344,-1317.2385181470415,-1218.0661508897904,-2087.501650435763,-14224.037453392697,367,2,2,0,2025-07-25 16:36:58,2025-07-25 14:36:59,0.4158239143367055,-1.092207019631175
52620-672,25.2,56.0,346,66.1,49.3527,8.1645,124.3,1.0,0,8,-3775.9205515160656,-8685.651052466392,-2016.5790675006199,-1531.4805428607835,-1317.2385181470415,-1214.5252609162735,-2081.1373161356537,-14189.762664348376,366,2,3,0,2025-07-25 16:37:00,2025-07-25 14:37:01,0.4158239143367055,-1.092207019631175
52622-810,25.2,56.0,344,66.3,49.3527,8.1645,124.3,0.6,0,8,-3775.9205515160656,-8645.990545377505,-2011.368268876587,-1526.853713426159,-1317.2385181470415,-1214.5252609162735,-2081.1373161356537,-14189.762664348376,366,2,3,0,2025-07-25 16:37:02,2025-07-25 14:37:04,0.4158239143367055,-1.092207019631175
52624-809,25.2,56.0,344,66.4,49.3527,8.1645,124.1,1.3,0,8,-3756.254298643586,-8645.990545377505,-2011.368268876587,-1526.853713426159,-1317.2385181470415,-1214.5252609162735,-2074.7729818355447,-14224.037453392697,366,3,2,0,2025-07-25 16:37:04,2025-07-25 14:37:06,0.4158239143367055,-1.092207019631175
52626-866,25.2,56.0,344,66.4,49.3527,8.1645,123.6,1.8,0,8,-3756.254298643586,-8566.66953119973,-2011.368268876587,-1526.853713426159,-1317.2385181470415,-1207.44348096924,-2087.501650435763,-14189.762664348376,366,2,2,0,2025-07-25 16:37:06,2025-07-25 14:37:08,0.4158239143367055,-1.092207019631175
52629-037,25.2,56.0,345,66.3,49.3527,8.1645,123.0,0.4,0,8,-3756.254298643586,-8566.66953119973,-2011.368268876587,-1522.2268839915344,-1311.7270599121168,-1203.902590995723,-2074.7729818355447,-14189.762664348376,366,2,2,0,2025-07-25 16:37:09,2025-07-25 14:37:10,0.4158239143367055,-1.092207019631175
52631-091,25.2,56.0,345,66.3,49.3527,8.1645,122.6,0.7,0,8,-3775.9205515160656,-8527.009024110843,-2006.1574702525547,-1526.853713426159,-1317.2385181470415,-1203.902590995723,-2081.1373161356537,-14189.762664348376,366,2,2,0,2025-07-25 16:37:11,2025-07-25 14:37:12,0.4158239143367055,-1.092207019631175
52634-229,25.2,56.0,345,66.3,49.3527,8.1645,122.4,0.2,0,8,-3775.9205515160656,-8566.66953119973,-2011.368268876587,-1522.2268839915344,-1317.2385181470415,-1203.902590995723,-2081.1373161356537,-14189.762664348376,366,2,2,0,2025-07-25 16:37:14,2025-07-25 14:37:14,0.4158239143367055,-1.092207019631175
52636-210,25.2,56.0,346,66.3,49.3527,8.1645,121.9,0.4,0,8,-3756.254298643586,-8566.66953119973,-2006.1574702525547,-1522.2268839915344,-1317.2385181470415,-1207.44348096924,-2081.1373161356537,-14189.762664348376,366,3,2,1,2025-07-25 16:37:16,2025-07-25 14:37:16,0.4158239143367055,-1.092207019631175
52638-215,25.2,56.0,346,66.2,49.3527,8.1645,121.5,0.3,0,8,-3756.254298643586,-8527.009024110843,-2006.1574702525547,-1526.853713426159,-1317.2385181470415,-1207.44348096924,-2081.1373161356537,-14189.762664348376,366,2,3,0,2025-07-25 16:37:18,2025-07-25 14:37:18,0.4158239143367055,-1.092207019631175
52640-273,25.2,56.0,346,66.2,49.3527,8.1645,121.7,0.8,0,8,-3756.254298643586,-8527.009024110843,-2006.1574702525547,-1522.2268839915344,-1317.2385181470415,-1207.44348096924,-2087.501650435763,-14189.762664348376,366,3,2,0,2025-07-25 16:37:20,2025-07-25 14:37:20,0.4158239143367055,-1.092207019631175
52642-444,25.2,56.0,347,66.1,49.3527,8.1645,121.7,0.4,0,8,-3756.254298643586,-8487.348517021954,-2006.1574702525547,-1522.2268839915344,-1317.2385181470415,-1207.44348096924,-2081.1373161356537,-14189.762664348376,366,3,2,0,2025-07-25 16:37:22,2025-07-25 14:37:22,0.4158239143367055,-1.092207019631175
52644-496,25.2,56.0,347,66.1,49.3527,8.1645,121.2,0.9,0,8,-3775.9205515160656,-8566.66953119973,-2006.1574702525547,-1522.2268839915344,-1317.2385181470415,-1207.44348096924,-2074.7729818355447,-14155.487875304058,366,3,3,0,2025-07-25 16:37:24,2025-07-25 14:37:24,0.4158239143367055,-1.092207019631175
