GPS_Lat|GPS_Lon|Street
49,3469|8,1671|
49,3469|8,1761|
49,3469|8,1531|
49,3469|8,1672|
49,3469|8,1653|
49,3469|8,1529|
49,3469|8,144|
49,3469|8,1407|
49,3469|8,1683|
49,3469|8,1693|
49,3469|8,1633|
49,3469|8,1555|
49,3469|8,1634|
49,3469|8,176|
49,347|8,1652|
49,347|8,1673|
49,347|8,176|
49,347|8,153|
49,347|8,1528|
49,347|8,1653|
49,347|8,1441|
49,347|8,1529|
49,347|8,1442|
49,347|8,1672|
49,347|8,1554|
49,347|8,1683|
49,347|8,1693|
49,347|8,1633|
49,347|8,1634|
49,3471|8,1653|
49,3471|8,1442|
49,3471|8,1443|
49,3471|8,1445|
49,3471|8,1448|
49,3471|8,145|
49,3471|8,1672|
49,3471|8,1555|
49,3471|8,1447|
49,3471|8,176|
49,3471|8,1671|
49,3471|8,1446|
49,3471|8,1451|
49,3471|8,1652|
49,3471|8,1528|
49,3471|8,1444|
49,3471|8,1449|
49,3471|8,1654|
49,3471|8,1673|
49,3471|8,1761|
49,3471|8,1408|
49,3471|8,1441|
49,3471|8,1683|
49,3471|8,1529|
49,3471|8,1634|
49,3471|8,1633|
49,3472|8,1654|
49,3472|8,1672|
49,3472|8,1759|
49,3472|8,1451|
49,3472|8,1671|
49,3472|8,176|
49,3472|8,1555|
49,3472|8,1527|
49,3472|8,167|
49,3472|8,1452|
49,3472|8,1653|
49,3472|8,1528|
49,3472|8,1655|
49,3472|8,1524|
49,3472|8,1408|
49,3472|8,139|
49,3472|8,1388|
49,3472|8,1436|
49,3472|8,1438|
49,3472|8,1683|
49,3472|8,1634|
49,3472|8,1556|
49,3472|8,1526|
49,3473|8,1655|
49,3473|8,167|
49,3473|8,1669|
49,3473|8,1452|
49,3473|8,1525|
49,3473|8,1759|
49,3473|8,1667|
49,3473|8,1668|
49,3473|8,1523|
49,3473|8,1526|
49,3473|8,1527|
49,3473|8,1656|
49,3473|8,1556|
49,3473|8,1671|
49,3473|8,176|
49,3473|8,1555|
49,3473|8,1522|
49,3473|8,1409|
49,3473|8,1391|
49,3473|8,1385|
49,3473|8,1384|
49,3473|8,1381|
49,3473|8,1378|
49,3473|8,1377|
49,3473|8,138|
49,3473|8,1382|
49,3473|8,1386|
49,3473|8,1388|
49,3473|8,1389|
49,3473|8,139|
49,3473|8,1433|
49,3473|8,1634|
49,3473|8,1379|
49,3474|8,1656|
49,3474|8,1668|
49,3474|8,1667|
49,3474|8,1666|
49,3474|8,1759|
49,3474|8,1453|
49,3474|8,1657|
49,3474|8,1556|
49,3474|8,1517|
49,3474|8,152|
49,3474|8,1658|
49,3474|8,1664|
49,3474|8,1519|
49,3474|8,1521|
49,3474|8,1523|
49,3474|8,1524|
49,3474|8,1665|
49,3474|8,1518|
49,3474|8,1669|
49,3474|8,1452|
49,3474|8,1409|
49,3474|8,1392|
49,3474|8,1378|
49,3474|8,1376|
49,3474|8,1375|
49,3474|8,1373|
49,3474|8,1372|
49,3474|8,1369|
49,3474|8,1368|
49,3474|8,1367|
49,3474|8,1365|
49,3474|8,1322|
49,3474|8,132|
49,3474|8,1318|
49,3474|8,1316|
49,3474|8,1315|
49,3474|8,1317|
49,3474|8,1319|
49,3474|8,1321|
49,3474|8,1363|
49,3474|8,137|
49,3474|8,1371|
49,3474|8,1428|
49,3474|8,143|
49,3474|8,1683|
49,3474|8,1634|
49,3474|8,1635|
49,3474|8,1377|
49,3474|8,1361|
49,3474|8,1525|
49,3475|8,1658|
49,3475|8,1664|
49,3475|8,1663|
49,3475|8,1453|
49,3475|8,1665|
49,3475|8,1514|
49,3475|8,1758|
49,3475|8,1659|
49,3475|8,1661|
49,3475|8,1515|
49,3475|8,1517|
49,3475|8,1662|
49,3475|8,166|
49,3475|8,1759|
49,3475|8,1556|
49,3475|8,1516|
49,3475|8,141|
49,3475|8,1392|
49,3475|8,1362|
49,3475|8,1361|
49,3475|8,1358|
49,3475|8,1356|
49,3475|8,1354|
49,3475|8,1352|
49,3475|8,135|
49,3475|8,1348|
49,3475|8,1345|
49,3475|8,1343|
49,3475|8,1341|
49,3475|8,1339|
49,3475|8,1337|
49,3475|8,1336|
49,3475|8,1332|
49,3475|8,133|
49,3475|8,1328|
49,3475|8,1326|
49,3475|8,1324|
49,3475|8,1331|
49,3475|8,1333|
49,3475|8,1342|
49,3475|8,1347|
49,3475|8,1349|
49,3475|8,1359|
49,3475|8,1393|
49,3475|8,1423|
49,3475|8,1683|
49,3475|8,1634|
49,3475|8,1557|
49,3475|8,1519|
49,3475|8,1518|
49,3475|8,1635|
49,3475|8,1425|
49,3475|8,1344|
49,3476|8,166|
49,3476|8,1661|
49,3476|8,1659|
49,3476|8,1758|
49,3476|8,1556|
49,3476|8,1512|
49,3476|8,1513|
49,3476|8,1514|
49,3476|8,1635|
49,3476|8,1662|
49,3476|8,1557|
49,3476|8,1453|
49,3476|8,141|
49,3476|8,1395|
49,3476|8,1683|
49,3476|8,1511|
49,3477|8,166|
49,3477|8,1758|
49,3477|8,1453|
49,3477|8,1511|
49,3477|8,1513|
49,3477|8,1557|
49,3477|8,151|
49,3477|8,1512|
49,3477|8,1661|
49,3477|8,1659|
49,3477|8,1509|
49,3477|8,1507|
49,3477|8,1508|
49,3477|8,1635|
49,3477|8,1636|
49,3477|8,1759|
49,3477|8,141|
49,3477|8,1411|
49,3477|8,1403|
49,3477|8,1401|
49,3477|8,1398|
49,3477|8,1397|
49,3477|8,1399|
49,3477|8,1402|
49,3477|8,1417|
49,3477|8,1419|
49,3477|8,1682|
49,3477|8,1558|
49,3478|8,166|
49,3478|8,1507|
49,3478|8,1508|
49,3478|8,1509|
49,3478|8,1659|
49,3478|8,1758|
49,3478|8,1453|
49,3478|8,1514|
49,3478|8,1511|
49,3478|8,1512|
49,3478|8,1513|
49,3478|8,1557|
49,3478|8,1661|
49,3478|8,1515|
49,3478|8,151|
49,3478|8,141|
49,3478|8,1409|
49,3478|8,1406|
49,3478|8,1404|
49,3478|8,1407|
49,3478|8,1412|
49,3478|8,1414|
49,3478|8,1506|
49,3478|8,1678|
49,3478|8,168|
49,3478|8,1558|
49,3478|8,1636|
49,3478|8,1635|
49,3479|8,166|
49,3479|8,1758|
49,3479|8,1453|
49,3479|8,1503|
49,3479|8,1505|
49,3479|8,1514|
49,3479|8,1557|
49,3479|8,1515|
49,3479|8,1659|
49,3479|8,1558|
49,3479|8,1513|
49,3479|8,1636|
49,3479|8,1504|
49,3479|8,1759|
49,3479|8,1506|
49,3479|8,1507|
49,3479|8,1673|
49,3479|8,1675|
49,3479|8,1676|
49,3479|8,1635|
49,348|8,166|
49,348|8,167|
49,348|8,15|
49,348|8,1515|
49,348|8,1668|
49,348|8,1558|
49,348|8,1453|
49,348|8,1503|
49,348|8,1516|
49,348|8,1502|
49,348|8,1758|
49,348|8,1659|
49,348|8,1669|
49,348|8,1452|
49,348|8,1671|
49,348|8,1661|
49,348|8,1635|
49,348|8,1636|
49,348|8,1501|
49,348|8,1667|
49,348|8,1504|
49,348|8,1672|
49,348|8,1559|
49,348|8,1514|
49,3481|8,1661|
49,3481|8,166|
49,3481|8,1665|
49,3481|8,1668|
49,3481|8,1671|
49,3481|8,1452|
49,3481|8,1498|
49,3481|8,1758|
49,3481|8,15|
49,3481|8,1515|
49,3481|8,1659|
49,3481|8,1664|
49,3481|8,1666|
49,3481|8,167|
49,3481|8,163|
49,3481|8,1633|
49,3481|8,1634|
49,3481|8,1635|
49,3481|8,1636|
49,3481|8,1757|
49,3481|8,1558|
49,3481|8,1516|
49,3481|8,1629|
49,3481|8,1632|
49,3481|8,1514|
49,3481|8,1631|
49,3481|8,1499|
49,3481|8,1628|
49,3481|8,1669|
49,3481|8,1759|
49,3481|8,1663|
49,3481|8,1557|
49,3481|8,1502|
49,3481|8,1501|
49,3481|8,1559|
49,3481|8,1637|
49,3481|8,1667|
49,3482|8,1661|
49,3482|8,1662|
49,3482|8,1671|
49,3482|8,1758|
49,3482|8,1452|
49,3482|8,1516|
49,3482|8,166|
49,3482|8,1664|
49,3482|8,1559|
49,3482|8,1515|
49,3482|8,1451|
49,3482|8,1497|
49,3482|8,1622|
49,3482|8,1626|
49,3482|8,1627|
49,3482|8,1636|
49,3482|8,1517|
49,3482|8,1624|
49,3482|8,1637|
49,3482|8,1496|
49,3482|8,1623|
49,3482|8,1628|
49,3482|8,1663|
49,3482|8,1665|
49,3482|8,1672|
49,3482|8,1619|
49,3482|8,1625|
49,3482|8,1558|
49,3482|8,1498|
49,3482|8,1621|
49,3483|8,1659|
49,3483|8,1672|
49,3483|8,1451|
49,3483|8,1495|
49,3483|8,1493|
49,3483|8,1758|
49,3483|8,1658|
49,3483|8,1661|
49,3483|8,1671|
49,3483|8,145|
49,3483|8,1615|
49,3483|8,1618|
49,3483|8,162|
49,3483|8,1657|
49,3483|8,1517|
49,3483|8,1516|
49,3483|8,1616|
49,3483|8,166|
49,3483|8,1559|
49,3483|8,1637|
49,3483|8,1494|
49,3483|8,1612|
49,3483|8,1614|
49,3483|8,1617|
49,3483|8,1759|
49,3483|8,1613|
49,3483|8,1619|
49,3483|8,1558|
49,3483|8,1673|
49,3483|8,156|
49,3484|8,1653|
49,3484|8,1656|
49,3484|8,1657|
49,3484|8,1673|
49,3484|8,1449|
49,3484|8,149|
49,3484|8,1517|
49,3484|8,1652|
49,3484|8,1655|
49,3484|8,1758|
49,3484|8,1559|
49,3484|8,1515|
49,3484|8,145|
49,3484|8,1492|
49,3484|8,1654|
49,3484|8,1672|
49,3484|8,161|
49,3484|8,1612|
49,3484|8,1614|
49,3484|8,1637|
49,3484|8,1609|
49,3484|8,1658|
49,3484|8,1516|
49,3484|8,1605|
49,3484|8,1607|
49,3484|8,1608|
49,3484|8,1558|
49,3484|8,1491|
49,3484|8,1451|
49,3484|8,1636|
49,3484|8,156|
49,3484|8,1216|
49,3484|8,1217|
49,3484|8,1215|
49,3484|8,1611|
49,3485|8,165|
49,3485|8,1651|
49,3485|8,1673|
49,3485|8,1447|
49,3485|8,1487|
49,3485|8,1646|
49,3485|8,1648|
49,3485|8,1758|
49,3485|8,1516|
49,3485|8,1448|
49,3485|8,1489|
49,3485|8,1649|
49,3485|8,1652|
49,3485|8,1603|
49,3485|8,1605|
49,3485|8,1606|
49,3485|8,1607|
49,3485|8,1608|
49,3485|8,156|
49,3485|8,1517|
49,3485|8,1602|
49,3485|8,1604|
49,3485|8,1637|
49,3485|8,1449|
49,3485|8,1653|
49,3485|8,1759|
49,3485|8,1559|
49,3485|8,1446|
49,3485|8,1601|
49,3485|8,16|
49,3485|8,1558|
49,3485|8,1491|
49,3485|8,1329|
49,3485|8,1488|
49,3485|8,1485|
49,3485|8,1561|
49,3485|8,1213|
49,3485|8,1215|
49,3485|8,1214|
49,3485|8,1212|
49,3485|8,1211|
49,3485|8,1325|
49,3486|8,164|
49,3486|8,1641|
49,3486|8,1642|
49,3486|8,1643|
49,3486|8,1644|
49,3486|8,1648|
49,3486|8,1758|
49,3486|8,1445|
49,3486|8,1518|
49,3486|8,1595|
49,3486|8,1597|
49,3486|8,1639|
49,3486|8,156|
49,3486|8,1446|
49,3486|8,1444|
49,3486|8,1484|
49,3486|8,1486|
49,3486|8,1517|
49,3486|8,1638|
49,3486|8,1646|
49,3486|8,1673|
49,3486|8,1443|
49,3486|8,1179|
49,3486|8,118|
49,3486|8,1599|
49,3486|8,16|
49,3486|8,1602|
49,3486|8,1637|
49,3486|8,1674|
49,3486|8,1598|
49,3486|8,1442|
49,3486|8,1178|
49,3486|8,1487|
49,3486|8,1596|
49,3486|8,1645|
49,3486|8,1647|
49,3486|8,1559|
49,3486|8,1516|
49,3486|8,1488|
49,3486|8,1323|
49,3486|8,1331|
49,3486|8,1333|
49,3486|8,1335|
49,3486|8,1485|
49,3486|8,1593|
49,3486|8,1483|
49,3486|8,1636|
49,3486|8,1209|
49,3486|8,1211|
49,3486|8,1208|
49,3486|8,121|
49,3486|8,1601|
49,3487|8,1637|
49,3487|8,1638|
49,3487|8,1674|
49,3487|8,144|
49,3487|8,1438|
49,3487|8,1178|
49,3487|8,1179|
49,3487|8,1177|
49,3487|8,1484|
49,3487|8,1589|
49,3487|8,1591|
49,3487|8,1593|
49,3487|8,1599|
49,3487|8,1758|
49,3487|8,1516|
49,3487|8,1441|
49,3487|8,1439|
49,3487|8,118|
49,3487|8,1481|
49,3487|8,1597|
49,3487|8,156|
49,3487|8,1561|
49,3487|8,1518|
49,3487|8,1675|
49,3487|8,1517|
49,3487|8,1442|
49,3487|8,1485|
49,3487|8,1592|
49,3487|8,1594|
49,3487|8,1759|
49,3487|8,1437|
49,3487|8,1549|
49,3487|8,16|
49,3487|8,176|
49,3487|8,1559|
49,3487|8,1176|
49,3487|8,1486|
49,3487|8,1587|
49,3487|8,159|
49,3487|8,1319|
49,3487|8,1321|
49,3487|8,1337|
49,3487|8,1482|
49,3487|8,1586|
49,3487|8,1588|
49,3487|8,148|
49,3487|8,1208|
49,3487|8,1207|
49,3487|8,1205|
49,3488|8,1637|
49,3488|8,1675|
49,3488|8,1758|
49,3488|8,1436|
49,3488|8,1433|
49,3488|8,1177|
49,3488|8,1176|
49,3488|8,1175|
49,3488|8,1481|
49,3488|8,1518|
49,3488|8,1583|
49,3488|8,1585|
49,3488|8,1587|
49,3488|8,1599|
49,3488|8,1178|
49,3488|8,1179|
49,3488|8,118|
49,3488|8,159|
49,3488|8,16|
49,3488|8,1674|
49,3488|8,1438|
49,3488|8,1435|
49,3488|8,1434|
49,3488|8,156|
49,3488|8,1759|
49,3488|8,1482|
49,3488|8,1586|
49,3488|8,1588|
49,3488|8,1561|
49,3488|8,1519|
49,3488|8,1479|
49,3488|8,1559|
49,3488|8,1517|
49,3488|8,1432|
49,3488|8,1483|
49,3488|8,1174|
49,3488|8,148|
49,3488|8,1584|
49,3488|8,1589|
49,3488|8,1315|
49,3488|8,1339|
49,3488|8,1582|
49,3488|8,1581|
49,3488|8,1437|
49,3488|8,1562|
49,3488|8,1203|
49,3488|8,1205|
49,3488|8,1204|
49,3488|8,1316|
49,3489|8,1676|
49,3489|8,1429|
49,3489|8,1175|
49,3489|8,1174|
49,3489|8,1479|
49,3489|8,152|
49,3489|8,1576|
49,3489|8,1578|
49,3489|8,158|
49,3489|8,1637|
49,3489|8,1759|
49,3489|8,1561|
49,3489|8,1431|
49,3489|8,1428|
49,3489|8,1176|
49,3489|8,1478|
49,3489|8,1582|
49,3489|8,1585|
49,3489|8,1519|
49,3489|8,1581|
49,3489|8,1583|
49,3489|8,1758|
49,3489|8,1664|
49,3489|8,1662|
49,3489|8,1661|
49,3489|8,1675|
49,3489|8,1173|
49,3489|8,16|
49,3489|8,156|
49,3489|8,1599|
49,3489|8,1579|
49,3489|8,1477|
49,3489|8,176|
49,3489|8,1434|
49,3489|8,1521|
49,3489|8,1601|
49,3489|8,1559|
49,3489|8,148|
49,3489|8,1476|
49,3489|8,1432|
49,3489|8,1304|
49,3489|8,1306|
49,3489|8,1309|
49,3489|8,1341|
49,3489|8,1342|
49,3489|8,1345|
49,3489|8,1347|
49,3489|8,1349|
49,3489|8,1575|
49,3489|8,1584|
49,3489|8,1577|
49,3489|8,143|
49,3489|8,1201|
49,3489|8,1202|
49,3489|8,12|
49,3489|8,1638|
49,3489|8,1311|
49,349|8,1638|
49,349|8,1676|
49,349|8,1759|
49,349|8,1425|
49,349|8,1173|
49,349|8,1172|
49,349|8,1476|
49,349|8,1571|
49,349|8,1574|
49,349|8,16|
49,349|8,1561|
49,349|8,1519|
49,349|8,1426|
49,349|8,1174|
49,349|8,1475|
49,349|8,152|
49,349|8,1575|
49,349|8,1579|
49,349|8,1577|
49,349|8,1583|
49,349|8,1758|
49,349|8,1658|
49,349|8,166|
49,349|8,1662|
49,349|8,1675|
49,349|8,1477|
49,349|8,1572|
49,349|8,1424|
49,349|8,1474|
49,349|8,1427|
49,349|8,1601|
49,349|8,156|
49,349|8,1518|
49,349|8,1568|
49,349|8,157|
49,349|8,1573|
49,349|8,1171|
49,349|8,1576|
49,349|8,1578|
49,349|8,1301|
49,349|8,1351|
49,349|8,1355|
49,349|8,1357|
49,349|8,1569|
49,349|8,1599|
49,349|8,1584|
49,349|8,1473|
49,349|8,147|
49,349|8,1562|
49,349|8,1197|
49,349|8,1199|
49,349|8,1198|
49,349|8,1196|
49,349|8,1659|
49,3491|8,1677|
49,3491|8,1759|
49,3491|8,1423|
49,3491|8,14|
49,3491|8,1398|
49,3491|8,1394|
49,3491|8,1391|
49,3491|8,1172|
49,3491|8,117|
49,3491|8,1473|
49,3491|8,152|
49,3491|8,1564|
49,3491|8,1566|
49,3491|8,1569|
49,3491|8,1638|
49,3491|8,156|
49,3491|8,1402|
49,3491|8,1399|
49,3491|8,1397|
49,3491|8,1173|
49,3491|8,1171|
49,3491|8,1472|
49,3491|8,1567|
49,3491|8,157|
49,3491|8,1572|
49,3491|8,16|
49,3491|8,1568|
49,3491|8,1573|
49,3491|8,1583|
49,3491|8,1654|
49,3491|8,1656|
49,3491|8,1676|
49,3491|8,1758|
49,3491|8,1561|
49,3491|8,1422|
49,3491|8,1403|
49,3491|8,1395|
49,3491|8,1392|
49,3491|8,1389|
49,3491|8,1396|
49,3491|8,1393|
49,3491|8,1563|
49,3491|8,1601|
49,3491|8,176|
49,3491|8,1562|
49,3491|8,1474|
49,3491|8,1521|
49,3491|8,1559|
49,3491|8,1519|
49,3491|8,1421|
49,3491|8,1565|
49,3491|8,1469|
49,3491|8,1571|
49,3491|8,1401|
49,3491|8,1299|
49,3491|8,1359|
49,3491|8,1584|
49,3491|8,1467|
49,3491|8,1465|
49,3491|8,1463|
49,3491|8,1461|
49,3491|8,1459|
49,3491|8,1457|
49,3491|8,1454|
49,3491|8,1453|
49,3491|8,1452|
49,3491|8,1451|
49,3491|8,145|
49,3491|8,1449|
49,3491|8,1447|
49,3491|8,1471|
49,3491|8,1195|
49,3491|8,1194|
49,3492|8,1639|
49,3492|8,1677|
49,3492|8,1421|
49,3492|8,1418|
49,3492|8,1411|
49,3492|8,1408|
49,3492|8,1405|
49,3492|8,1403|
49,3492|8,1388|
49,3492|8,1386|
49,3492|8,117|
49,3492|8,1171|
49,3492|8,1169|
49,3492|8,1471|
49,3492|8,152|
49,3492|8,1559|
49,3492|8,156|
49,3492|8,1561|
49,3492|8,1562|
49,3492|8,1601|
49,3492|8,1678|
49,3492|8,1558|
49,3492|8,1556|
49,3492|8,1553|
49,3492|8,142|
49,3492|8,1417|
49,3492|8,1414|
49,3492|8,1468|
49,3492|8,1557|
49,3492|8,1564|
49,3492|8,1472|
49,3492|8,1563|
49,3492|8,1565|
49,3492|8,1759|
49,3492|8,1649|
49,3492|8,1652|
49,3492|8,1648|
49,3492|8,1409|
49,3492|8,1406|
49,3492|8,1387|
49,3492|8,16|
49,3492|8,1554|
49,3492|8,1416|
49,3492|8,1383|
49,3492|8,141|
49,3492|8,1407|
49,3492|8,1404|
49,3492|8,1384|
49,3492|8,147|
49,3492|8,1422|
49,3492|8,1412|
49,3492|8,1555|
49,3492|8,1462|
49,3492|8,1467|
49,3492|8,1296|
49,3492|8,1361|
49,3492|8,1452|
49,3492|8,1451|
49,3492|8,1445|
49,3492|8,1443|
49,3492|8,144|
49,3492|8,1438|
49,3492|8,1435|
49,3492|8,1433|
49,3492|8,1431|
49,3492|8,1428|
49,3492|8,1426|
49,3492|8,1423|
49,3492|8,1193|
49,3492|8,1192|
49,3492|8,1419|
49,3492|8,1413|
49,3492|8,1651|
49,3492|8,1385|
49,3493|8,1678|
49,3493|8,1758|
49,3493|8,1759|
49,3493|8,1416|
49,3493|8,1413|
49,3493|8,1383|
49,3493|8,1381|
49,3493|8,1169|
49,3493|8,1168|
49,3493|8,1167|
49,3493|8,1468|
49,3493|8,1521|
49,3493|8,1553|
49,3493|8,1556|
49,3493|8,1601|
49,3493|8,1639|
49,3493|8,155|
49,3493|8,1549|
49,3493|8,152|
49,3493|8,1382|
49,3493|8,1465|
49,3493|8,1554|
49,3493|8,1469|
49,3493|8,1552|
49,3493|8,1555|
49,3493|8,1557|
49,3493|8,156|
49,3493|8,1584|
49,3493|8,1644|
49,3493|8,1645|
49,3493|8,1647|
49,3493|8,1646|
49,3493|8,1757|
49,3493|8,1419|
49,3493|8,16|
49,3493|8,1551|
49,3493|8,1415|
49,3493|8,138|
49,3493|8,1466|
49,3493|8,176|
49,3493|8,1417|
49,3493|8,1414|
49,3493|8,1522|
49,3493|8,1602|
49,3493|8,1677|
49,3493|8,1463|
49,3493|8,1462|
49,3493|8,1461|
49,3493|8,1294|
49,3493|8,1363|
49,3493|8,1365|
49,3493|8,1679|
49,3493|8,1585|
49,3493|8,1562|
49,3493|8,1638|
49,3493|8,1563|
49,3493|8,1191|
49,3493|8,119|
49,3493|8,1188|
49,3493|8,164|
49,3493|8,1189|
49,3494|8,164|
49,3494|8,1755|
49,3494|8,1757|
49,3494|8,1379|
49,3494|8,1167|
49,3494|8,1166|
49,3494|8,1547|
49,3494|8,1753|
49,3494|8,1544|
49,3494|8,1543|
49,3494|8,1378|
49,3494|8,1459|
49,3494|8,1462|
49,3494|8,1546|
49,3494|8,1602|
49,3494|8,1465|
49,3494|8,155|
49,3494|8,1584|
49,3494|8,1758|
49,3494|8,1641|
49,3494|8,1642|
49,3494|8,175|
49,3494|8,1752|
49,3494|8,1601|
49,3494|8,1678|
49,3494|8,1759|
49,3494|8,1545|
49,3494|8,1679|
49,3494|8,1168|
49,3494|8,1521|
49,3494|8,1548|
49,3494|8,176|
49,3494|8,1549|
49,3494|8,1464|
49,3494|8,1466|
49,3494|8,1522|
49,3494|8,1603|
49,3494|8,152|
49,3494|8,154|
49,3494|8,1292|
49,3494|8,1585|
49,3494|8,1563|
49,3494|8,1639|
49,3494|8,1564|
49,3494|8,1458|
49,3494|8,1188|
49,3494|8,1187|
49,3494|8,1367|
49,3494|8,1756|
49,3495|8,1749|
49,3495|8,1752|
49,3495|8,1378|
49,3495|8,1377|
49,3495|8,1376|
49,3495|8,1165|
49,3495|8,1459|
49,3495|8,1462|
49,3495|8,1465|
49,3495|8,1521|
49,3495|8,1541|
49,3495|8,1544|
49,3495|8,1602|
49,3495|8,1639|
49,3495|8,1678|
49,3495|8,1747|
49,3495|8,175|
49,3495|8,1539|
49,3495|8,1536|
49,3495|8,1374|
49,3495|8,1372|
49,3495|8,137|
49,3495|8,1167|
49,3495|8,1543|
49,3495|8,1461|
49,3495|8,1538|
49,3495|8,154|
49,3495|8,1585|
49,3495|8,1753|
49,3495|8,1751|
49,3495|8,1746|
49,3495|8,164|
49,3495|8,1166|
49,3495|8,1542|
49,3495|8,176|
49,3495|8,1457|
49,3495|8,146|
49,3495|8,1373|
49,3495|8,1522|
49,3495|8,152|
49,3495|8,1603|
49,3495|8,1759|
49,3495|8,1463|
49,3495|8,1164|
49,3495|8,1537|
49,3495|8,1291|
49,3495|8,1368|
49,3495|8,1369|
49,3495|8,1679|
49,3495|8,1563|
49,3495|8,1453|
49,3495|8,1186|
49,3495|8,1185|
49,3495|8,1586|
49,3495|8,1375|
49,3496|8,1678|
49,3496|8,1744|
49,3496|8,1374|
49,3496|8,1373|
49,3496|8,1371|
49,3496|8,1369|
49,3496|8,1366|
49,3496|8,1364|
49,3496|8,1362|
49,3496|8,136|
49,3496|8,1358|
49,3496|8,1355|
49,3496|8,1164|
49,3496|8,1163|
49,3496|8,1454|
49,3496|8,1521|
49,3496|8,1531|
49,3496|8,1534|
49,3496|8,1537|
49,3496|8,1603|
49,3496|8,1743|
49,3496|8,1745|
49,3496|8,1533|
49,3496|8,1367|
49,3496|8,1365|
49,3496|8,1357|
49,3496|8,1353|
49,3496|8,1532|
49,3496|8,1536|
49,3496|8,1602|
49,3496|8,1455|
49,3496|8,1457|
49,3496|8,1535|
49,3496|8,1585|
49,3496|8,1747|
49,3496|8,1679|
49,3496|8,1759|
49,3496|8,176|
49,3496|8,1165|
49,3496|8,1458|
49,3496|8,153|
49,3496|8,137|
49,3496|8,1356|
49,3496|8,1354|
49,3496|8,1453|
49,3496|8,1456|
49,3496|8,152|
49,3496|8,1288|
49,3496|8,1289|
49,3496|8,1372|
49,3496|8,1451|
49,3496|8,1586|
49,3496|8,1564|
49,3496|8,164|
49,3496|8,145|
49,3496|8,1184|
49,3496|8,1183|
49,3496|8,1604|
49,3496|8,1368|
49,3497|8,1641|
49,3497|8,1678|
49,3497|8,1353|
49,3497|8,1351|
49,3497|8,1348|
49,3497|8,1346|
49,3497|8,1162|
49,3497|8,1161|
49,3497|8,1448|
49,3497|8,1451|
49,3497|8,1521|
49,3497|8,1525|
49,3497|8,1528|
49,3497|8,1604|
49,3497|8,164|
49,3497|8,1741|
49,3497|8,153|
49,3497|8,1281|
49,3497|8,1278|
49,3497|8,1276|
49,3497|8,1163|
49,3497|8,1522|
49,3497|8,1526|
49,3497|8,1529|
49,3497|8,1449|
49,3497|8,1452|
49,3497|8,1527|
49,3497|8,1585|
49,3497|8,1742|
49,3497|8,135|
49,3497|8,1345|
49,3497|8,1602|
49,3497|8,1343|
49,3497|8,1603|
49,3497|8,176|
49,3497|8,1347|
49,3497|8,1282|
49,3497|8,1279|
49,3497|8,1277|
49,3497|8,1523|
49,3497|8,1761|
49,3497|8,1349|
49,3497|8,1344|
49,3497|8,1275|
49,3497|8,145|
49,3497|8,1524|
49,3497|8,152|
49,3497|8,1453|
49,3497|8,1455|
49,3497|8,1378|
49,3497|8,128|
49,3497|8,1285|
49,3497|8,1532|
49,3497|8,1587|
49,3497|8,1446|
49,3497|8,1182|
49,3497|8,1181|
49,3497|8,1565|
49,3497|8,1679|
49,3497|8,1445|
49,3498|8,1641|
49,3498|8,1678|
49,3498|8,1739|
49,3498|8,1343|
49,3498|8,1341|
49,3498|8,1337|
49,3498|8,1335|
49,3498|8,1281|
49,3498|8,1279|
49,3498|8,1277|
49,3498|8,1275|
49,3498|8,1273|
49,3498|8,1271|
49,3498|8,1161|
49,3498|8,116|
49,3498|8,1443|
49,3498|8,1445|
49,3498|8,1523|
49,3498|8,164|
49,3498|8,1738|
49,3498|8,1522|
49,3498|8,1338|
49,3498|8,1333|
49,3498|8,1285|
49,3498|8,1283|
49,3498|8,1282|
49,3498|8,1274|
49,3498|8,1269|
49,3498|8,1266|
49,3498|8,1263|
49,3498|8,126|
49,3498|8,1163|
49,3498|8,1603|
49,3498|8,1444|
49,3498|8,1446|
49,3498|8,1524|
49,3498|8,1586|
49,3498|8,174|
49,3498|8,1677|
49,3498|8,1339|
49,3498|8,128|
49,3498|8,1278|
49,3498|8,1759|
49,3498|8,1521|
49,3498|8,1604|
49,3498|8,176|
49,3498|8,1336|
49,3498|8,1334|
49,3498|8,1272|
49,3498|8,127|
49,3498|8,1268|
49,3498|8,1342|
49,3498|8,134|
49,3498|8,1761|
49,3498|8,1284|
49,3498|8,152|
49,3498|8,1448|
49,3498|8,1525|
49,3498|8,1602|
49,3498|8,1286|
49,3498|8,1379|
49,3498|8,1276|
49,3498|8,1378|
49,3498|8,1564|
49,3498|8,1565|
49,3498|8,1179|
49,3498|8,1181|
49,3498|8,145|
49,3499|8,1642|
49,3499|8,1677|
49,3499|8,1737|
49,3499|8,133|
49,3499|8,1288|
49,3499|8,1286|
49,3499|8,1283|
49,3499|8,1269|
49,3499|8,1267|
49,3499|8,1264|
49,3499|8,1262|
49,3499|8,126|
49,3499|8,1258|
49,3499|8,1159|
49,3499|8,1441|
49,3499|8,1604|
49,3499|8,1736|
49,3499|8,1327|
49,3499|8,1325|
49,3499|8,1322|
49,3499|8,129|
49,3499|8,1255|
49,3499|8,1253|
49,3499|8,116|
49,3499|8,1586|
49,3499|8,1334|
49,3499|8,1332|
49,3499|8,1329|
