GPS_Lat|GPS_Lon|Street
49,3405|8,1424|
49,3405|8,1421|
49,3405|8,1408|
49,3405|8,143|
49,3405|8,1338|
49,3405|8,1693|
49,3405|8,1388|
49,3405|8,132|
49,3405|8,1422|
49,3405|8,1676|
49,3405|8,1389|
49,3406|8,1511|
49,3406|8,1429|
49,3406|8,1421|
49,3406|8,1409|
49,3406|8,1408|
49,3406|8,1386|
49,3406|8,1339|
49,3406|8,1693|
49,3406|8,151|
49,3406|8,142|
49,3406|8,1612|
49,3406|8,1385|
49,3406|8,1419|
49,3406|8,132|
49,3406|8,1428|
49,3406|8,143|
49,3406|8,1427|
49,3406|8,1319|
49,3406|8,1426|
49,3406|8,1387|
49,3406|8,1338|
49,3406|8,1318|
49,3406|8,1674|
49,3406|8,1675|
49,3407|8,1694|
49,3407|8,1419|
49,3407|8,141|
49,3407|8,1384|
49,3407|8,1613|
49,3407|8,1418|
49,3407|8,1411|
49,3407|8,1339|
49,3407|8,1783|
49,3407|8,1695|
49,3407|8,1693|
49,3407|8,1511|
49,3407|8,134|
49,3407|8,132|
49,3407|8,1385|
49,3407|8,1417|
49,3407|8,1319|
49,3407|8,1668|
49,3407|8,1669|
49,3407|8,1671|
49,3408|8,1728|
49,3408|8,1725|
49,3408|8,1721|
49,3408|8,1696|
49,3408|8,1416|
49,3408|8,1411|
49,3408|8,1383|
49,3408|8,134|
49,3408|8,132|
49,3408|8,173|
49,3408|8,1727|
49,3408|8,1723|
49,3408|8,1719|
49,3408|8,1695|
49,3408|8,1412|
49,3408|8,1341|
49,3408|8,1716|
49,3408|8,1724|
49,3408|8,1731|
49,3408|8,1718|
49,3408|8,1613|
49,3408|8,1382|
49,3408|8,1319|
49,3408|8,1417|
49,3408|8,1415|
49,3408|8,1729|
49,3408|8,1726|
49,3408|8,1511|
49,3408|8,1722|
49,3408|8,1717|
49,3408|8,1614|
49,3408|8,1666|
49,3408|8,1667|
49,3409|8,1731|
49,3409|8,1718|
49,3409|8,1714|
49,3409|8,1614|
49,3409|8,1415|
49,3409|8,1413|
49,3409|8,1381|
49,3409|8,132|
49,3409|8,1734|
49,3409|8,1715|
49,3409|8,1711|
49,3409|8,1698|
49,3409|8,1615|
49,3409|8,1511|
49,3409|8,1414|
49,3409|8,1382|
49,3409|8,1781|
49,3409|8,1697|
49,3409|8,171|
49,3409|8,1713|
49,3409|8,1733|
49,3409|8,1412|
49,3409|8,1342|
49,3409|8,1716|
49,3409|8,1712|
49,3409|8,1341|
49,3409|8,1709|
49,3409|8,17|
49,3409|8,1512|
49,3409|8,1732|
49,3409|8,1699|
49,3409|8,1696|
49,3409|8,1666|
49,3409|8,134|
49,3409|8,1319|
49,341|8,1734|
49,341|8,1709|
49,341|8,1705|
49,341|8,1702|
49,341|8,1699|
49,341|8,1615|
49,341|8,1512|
49,341|8,138|
49,341|8,1342|
49,341|8,1737|
49,341|8,1707|
49,341|8,1703|
49,341|8,132|
49,341|8,1736|
49,341|8,1708|
49,341|8,1701|
49,341|8,1735|
49,341|8,1706|
49,341|8,1511|
49,341|8,1381|
49,341|8,1379|
49,341|8,1343|
49,341|8,1704|
49,341|8,1319|
49,341|8,17|
49,3411|8,1737|
49,3411|8,1378|
49,3411|8,132|
49,3411|8,1616|
49,3411|8,1512|
49,3411|8,1376|
49,3411|8,1343|
49,3411|8,1615|
49,3411|8,1377|
49,3411|8,1321|
49,3411|8,1379|
49,3411|8,1319|
49,3411|8,1667|
49,3411|8,1778|
49,3412|8,174|
49,3412|8,1513|
49,3412|8,1376|
49,3412|8,1344|
49,3412|8,1374|
49,3412|8,132|
49,3412|8,1739|
49,3412|8,1512|
49,3412|8,1375|
49,3412|8,1741|
49,3412|8,1616|
49,3412|8,1321|
49,3412|8,1667|
49,3412|8,1343|
49,3413|8,1743|
49,3413|8,1374|
49,3413|8,1372|
49,3413|8,1345|
49,3413|8,1321|
49,3413|8,1617|
49,3413|8,1774|
49,3413|8,1742|
49,3413|8,1616|
49,3413|8,1373|
49,3413|8,1371|
49,3413|8,132|
49,3413|8,1667|
49,3413|8,1633|
49,3413|8,1638|
49,3413|8,1639|
49,3413|8,1513|
49,3414|8,1745|
49,3414|8,1617|
49,3414|8,1371|
49,3414|8,1369|
49,3414|8,1746|
49,3414|8,1513|
49,3414|8,137|
49,3414|8,1368|
49,3414|8,1346|
49,3414|8,1771|
49,3414|8,1744|
49,3414|8,1512|
49,3414|8,1321|
49,3414|8,1345|
49,3414|8,132|
49,3414|8,1633|
49,3414|8,1632|
49,3414|8,1634|
49,3414|8,1635|
49,3414|8,1638|
49,3414|8,1637|
49,3414|8,1636|
49,3414|8,1667|
49,3415|8,1748|
49,3415|8,1347|
49,3415|8,1321|
49,3415|8,1366|
49,3415|8,1769|
49,3415|8,1747|
49,3415|8,1617|
49,3415|8,1368|
49,3415|8,1749|
49,3415|8,1322|
49,3415|8,1618|
49,3415|8,1367|
49,3415|8,1667|
49,3415|8,1634|
49,3415|8,1633|
49,3415|8,1636|
49,3415|8,1635|
49,3415|8,1632|
49,3415|8,1638|
49,3415|8,1643|
49,3415|8,1642|
49,3415|8,1641|
49,3415|8,164|
49,3415|8,1639|
49,3415|8,1637|
49,3416|8,175|
49,3416|8,1618|
49,3416|8,1514|
49,3416|8,1365|
49,3416|8,1364|
49,3416|8,1322|
49,3416|8,1751|
49,3416|8,1348|
49,3416|8,1748|
49,3416|8,1321|
49,3416|8,1513|
49,3416|8,1366|
49,3416|8,1347|
49,3416|8,1633|
49,3416|8,1632|
49,3416|8,1363|
49,3417|8,1618|
49,3417|8,1362|
49,3417|8,1361|
49,3417|8,1348|
49,3417|8,1619|
49,3417|8,1349|
49,3417|8,1322|
49,3417|8,1764|
49,3417|8,175|
49,3417|8,1751|
49,3417|8,1363|
49,3417|8,1752|
49,3417|8,136|
49,3417|8,1515|
49,3417|8,1321|
49,3417|8,1668|
49,3417|8,1633|
49,3417|8,163|
49,3417|8,1632|
49,3418|8,1753|
49,3418|8,162|
49,3418|8,1515|
49,3418|8,136|
49,3418|8,1358|
49,3418|8,1322|
49,3418|8,1757|
49,3418|8,176|
49,3418|8,1762|
49,3418|8,135|
49,3418|8,1754|
49,3418|8,1514|
49,3418|8,1349|
49,3418|8,1619|
49,3418|8,1359|
49,3418|8,1321|
49,3418|8,1669|
49,3418|8,1631|
49,3418|8,1629|
49,3418|8,1627|
49,3418|8,1621|
49,3418|8,1628|
49,3418|8,1361|
49,3419|8,1755|
49,3419|8,1621|
49,3419|8,1516|
49,3419|8,1356|
49,3419|8,135|
49,3419|8,1322|
49,3419|8,1756|
49,3419|8,1758|
49,3419|8,1754|
49,3419|8,162|
49,3419|8,1358|
49,3419|8,1351|
49,3419|8,1515|
49,3419|8,1357|
49,3419|8,1625|
49,3419|8,1623|
49,3419|8,1622|
49,3419|8,1619|
49,3419|8,1321|
49,342|8,1756|
49,342|8,1621|
49,342|8,1355|
49,342|8,1354|
49,342|8,1353|
49,342|8,1351|
49,342|8,1322|
49,342|8,162|
49,342|8,1516|
49,342|8,1352|
49,342|8,1755|
49,342|8,1759|
49,342|8,1323|
49,342|8,1669|
49,342|8,1619|
49,3421|8,1758|
49,3421|8,1757|
49,3421|8,1516|
49,3421|8,1353|
49,3421|8,162|
49,3421|8,1759|
49,3421|8,1352|
49,3421|8,1323|
49,3421|8,1354|
49,3421|8,1322|
49,3421|8,1669|
49,3422|8,1759|
49,3422|8,1323|
49,3422|8,176|
49,3422|8,1621|
49,3422|8,1516|
49,3422|8,162|
49,3422|8,1517|
49,3422|8,1322|
49,3422|8,167|
49,3422|8,1353|
49,3423|8,176|
49,3423|8,1621|
49,3423|8,1518|
49,3423|8,1517|
49,3423|8,1323|
49,3423|8,1324|
49,3423|8,162|
49,3423|8,1322|
49,3423|8,167|
49,3423|8,1354|
49,3424|8,176|
49,3424|8,1323|
49,3424|8,1761|
49,3424|8,1622|
49,3424|8,1517|
49,3424|8,1324|
49,3424|8,1621|
49,3424|8,1518|
49,3424|8,1667|
49,3424|8,1668|
49,3424|8,1421|
49,3424|8,1419|
49,3425|8,1761|
49,3425|8,1622|
49,3425|8,1324|
49,3425|8,1518|
49,3425|8,1517|
49,3425|8,1323|
49,3425|8,1668|
49,3425|8,1621|
49,3425|8,1423|
49,3425|8,1422|
49,3425|8,1417|
49,3425|8,1413|
49,3425|8,1354|
49,3425|8,1415|
49,3425|8,1414|
49,3426|8,1761|
49,3426|8,1622|
49,3426|8,1518|
49,3426|8,1324|
49,3426|8,1762|
49,3426|8,1517|
49,3426|8,1668|
49,3426|8,1423|
49,3426|8,141|
49,3426|8,1408|
49,3426|8,1406|
49,3426|8,1403|
49,3426|8,1401|
49,3426|8,1399|
49,3426|8,1397|
49,3426|8,1395|
49,3426|8,1392|
49,3426|8,1391|
49,3426|8,139|
49,3426|8,1389|
49,3426|8,1356|
49,3426|8,1623|
49,3427|8,1623|
49,3427|8,1324|
49,3427|8,1518|
49,3427|8,1762|
49,3427|8,1622|
49,3427|8,1325|
49,3427|8,1323|
49,3427|8,1423|
49,3427|8,1389|
49,3427|8,1356|
49,3428|8,1762|
49,3428|8,1519|
49,3428|8,1325|
49,3428|8,1623|
49,3428|8,1518|
49,3428|8,1763|
49,3428|8,1324|
49,3428|8,1323|
49,3428|8,1669|
49,3428|8,1423|
49,3428|8,1357|
49,3429|8,1763|
49,3429|8,1623|
49,3429|8,1519|
49,3429|8,1325|
49,3429|8,1518|
49,3429|8,1326|
49,3429|8,1324|
49,3429|8,1669|
49,3429|8,1423|
49,3429|8,1387|
49,343|8,1326|
49,343|8,1624|
49,343|8,1519|
49,343|8,1325|
49,343|8,1763|
49,343|8,1764|
49,343|8,1623|
49,343|8,1323|
49,343|8,167|
49,343|8,1424|
49,343|8,1386|
49,343|8,1358|
49,343|8,1322|
49,3431|8,1764|
49,3431|8,1326|
49,3431|8,1763|
49,3431|8,1624|
49,3431|8,1519|
49,3431|8,1325|
49,3431|8,132|
49,3431|8,1623|
49,3431|8,1425|
49,3431|8,1358|
49,3432|8,1624|
49,3432|8,1327|
49,3432|8,152|
49,3432|8,1764|
49,3432|8,1326|
49,3432|8,1765|
49,3432|8,1319|
49,3432|8,1318|
49,3432|8,167|
49,3432|8,1385|
49,3432|8,1359|
49,3432|8,1625|
49,3433|8,1765|
49,3433|8,152|
49,3433|8,1327|
49,3433|8,1764|
49,3433|8,1624|
49,3433|8,1326|
49,3433|8,1317|
49,3433|8,1671|
49,3433|8,1425|
49,3433|8,1384|
49,3433|8,136|
49,3434|8,1624|
49,3434|8,1328|
49,3434|8,1625|
49,3434|8,1521|
49,3434|8,1765|
49,3434|8,152|
49,3434|8,1327|
49,3434|8,1766|
49,3434|8,1318|
49,3434|8,1426|
49,3434|8,1384|
49,3434|8,1362|
49,3435|8,1766|
49,3435|8,1328|
49,3435|8,1625|
49,3435|8,1521|
49,3435|8,1361|
49,3435|8,1362|
49,3435|8,1363|
49,3435|8,1364|
49,3435|8,1327|
49,3435|8,1359|
49,3435|8,1318|
49,3435|8,1671|
49,3435|8,1624|
49,3436|8,1625|
49,3436|8,1521|
49,3436|8,1766|
49,3436|8,1328|
49,3436|8,1767|
49,3436|8,1357|
49,3436|8,1359|
49,3436|8,1364|
49,3436|8,1358|
49,3436|8,136|
49,3436|8,1365|
49,3436|8,1366|
49,3436|8,1426|
49,3436|8,1383|
49,3437|8,1767|
49,3437|8,1329|
49,3437|8,1625|
49,3437|8,1521|
49,3437|8,1328|
49,3437|8,1366|
49,3437|8,1522|
49,3437|8,1356|
49,3437|8,1353|
49,3437|8,1354|
49,3437|8,1355|
49,3437|8,1368|
49,3437|8,1367|
49,3437|8,1319|
49,3437|8,1672|
49,3437|8,1383|
49,3437|8,1766|
49,3438|8,1625|
49,3438|8,1329|
49,3438|8,1767|
49,3438|8,1522|
49,3438|8,1768|
49,3438|8,1351|
49,3438|8,1353|
49,3438|8,1368|
49,3438|8,1354|
49,3438|8,137|
49,3438|8,1369|
49,3438|8,1319|
49,3438|8,1673|
49,3438|8,1427|
49,3438|8,1383|
49,3439|8,1768|
49,3439|8,1523|
49,3439|8,1348|
49,3439|8,1349|
49,3439|8,1626|
49,3439|8,1522|
49,3439|8,1329|
49,3439|8,1346|
49,3439|8,1767|
49,3439|8,135|
49,3439|8,137|
49,3439|8,133|
49,3439|8,1372|
49,3439|8,1371|
49,3439|8,1347|
49,3439|8,1319|
49,3439|8,1625|
49,3439|8,1427|
49,344|8,1329|
49,344|8,1344|
49,344|8,1346|
49,344|8,135|
49,344|8,1768|
49,344|8,133|
49,344|8,1522|
49,344|8,1626|
49,344|8,1347|
49,344|8,1374|
49,344|8,1345|
49,344|8,1373|
49,344|8,1372|
49,344|8,1343|
49,344|8,132|
49,344|8,1674|
49,344|8,1427|
49,344|8,1383|
49,3441|8,1769|
49,3441|8,1626|
49,3441|8,1524|
49,3441|8,1338|
49,3441|8,134|
49,3441|8,1342|
49,3441|8,135|
49,3441|8,1523|
49,3441|8,133|
49,3441|8,1339|
49,3441|8,1768|
49,3441|8,1329|
49,3441|8,1337|
49,3441|8,1341|
49,3441|8,1373|
49,3441|8,1375|
49,3441|8,1343|
49,3441|8,132|
49,3441|8,1674|
49,3441|8,1427|
49,3441|8,1382|
49,3441|8,1374|
49,3442|8,133|
49,3442|8,1331|
49,3442|8,1332|
49,3442|8,1334|
49,3442|8,1336|
49,3442|8,135|
49,3442|8,1333|
49,3442|8,1335|
49,3442|8,1337|
49,3442|8,1768|
49,3442|8,1523|
49,3442|8,1329|
49,3442|8,1341|
49,3442|8,1626|
49,3442|8,1338|
49,3442|8,1339|
49,3442|8,1377|
49,3442|8,1769|
49,3442|8,1376|
49,3442|8,1426|
49,3442|8,1428|
49,3442|8,1321|
49,3442|8,1382|
49,3442|8,1675|
49,3442|8,1375|
49,3443|8,1769|
49,3443|8,1627|
49,3443|8,1525|
49,3443|8,135|
49,3443|8,1422|
49,3443|8,1424|
49,3443|8,1426|
49,3443|8,1427|
49,3443|8,1428|
49,3443|8,1524|
49,3443|8,1341|
49,3443|8,1377|
49,3443|8,1379|
49,3443|8,1378|
49,3443|8,1423|
49,3443|8,1425|
49,3443|8,1626|
49,3443|8,1415|
49,3443|8,1416|
49,3443|8,1417|
49,3443|8,1419|
49,3443|8,142|
49,3443|8,1429|
49,3443|8,1323|
49,3443|8,1325|
49,3443|8,1327|
49,3443|8,134|
49,3443|8,1675|
49,3443|8,1382|
49,3444|8,135|
49,3444|8,1408|
49,3444|8,141|
49,3444|8,1412|
49,3444|8,1417|
49,3444|8,1418|
49,3444|8,142|
49,3444|8,1429|
49,3444|8,1627|
49,3444|8,1406|
49,3444|8,1416|
49,3444|8,1419|
49,3444|8,1428|
49,3444|8,1769|
49,3444|8,1526|
49,3444|8,1527|
49,3444|8,1528|
49,3444|8,1524|
49,3444|8,134|
49,3444|8,1339|
49,3444|8,1407|
49,3444|8,1409|
49,3444|8,1413|
49,3444|8,1415|
49,3444|8,1422|
49,3444|8,138|
49,3444|8,1411|
49,3444|8,1414|
49,3444|8,1381|
49,3444|8,177|
49,3444|8,143|
49,3444|8,1401|
49,3444|8,1404|
49,3444|8,1675|
49,3444|8,1382|
49,3444|8,1379|
49,3445|8,1627|
49,3445|8,1526|
49,3445|8,139|
49,3445|8,1392|
49,3445|8,1394|
49,3445|8,1395|
49,3445|8,1397|
49,3445|8,1399|
49,3445|8,14|
49,3445|8,1402|
49,3445|8,1404|
49,3445|8,1406|
49,3445|8,143|
49,3445|8,1769|
49,3445|8,1525|
49,3445|8,1387|
49,3445|8,1393|
49,3445|8,1401|
49,3445|8,1429|
49,3445|8,1528|
49,3445|8,134|
49,3445|8,135|
49,3445|8,1381|
49,3445|8,1391|
49,3445|8,1396|
49,3445|8,1398|
49,3445|8,1417|
49,3445|8,1382|
49,3445|8,1407|
49,3445|8,1409|
49,3445|8,1403|
49,3445|8,1388|
49,3445|8,1676|
49,3445|8,1389|
49,3446|8,1769|
49,3446|8,135|
49,3446|8,1384|
49,3446|8,1386|
49,3446|8,1388|
49,3446|8,1385|
49,3446|8,143|
49,3446|8,1527|
49,3446|8,1526|
49,3446|8,1525|
49,3446|8,1383|
49,3446|8,1628|
49,3446|8,1387|
49,3446|8,1389|
49,3446|8,1417|
49,3446|8,1627|
49,3446|8,1431|
49,3446|8,1382|
49,3446|8,1339|
49,3446|8,1418|
49,3447|8,1628|
49,3447|8,1526|
49,3447|8,135|
49,3447|8,1383|
49,3447|8,1431|
49,3447|8,1769|
49,3447|8,1417|
49,3447|8,1418|
49,3447|8,1339|
49,3447|8,1677|
49,3448|8,1769|
49,3448|8,135|
49,3448|8,1384|
49,3448|8,1431|
49,3448|8,1768|
49,3448|8,1629|
49,3448|8,1526|
49,3448|8,1418|
49,3448|8,1628|
49,3448|8,1383|
49,3448|8,1678|
49,3448|8,1338|
49,3449|8,1629|
49,3449|8,1527|
49,3449|8,135|
49,3449|8,1768|
49,3449|8,1431|
49,3449|8,1418|
49,3449|8,163|
49,3449|8,1769|
49,3449|8,1432|
49,3449|8,1384|
49,3449|8,1679|
49,345|8,1768|
49,345|8,163|
49,345|8,1385|
49,345|8,1432|
49,345|8,1631|
49,345|8,135|
49,345|8,1384|
49,345|8,1527|
49,345|8,1418|
49,345|8,1338|
49,345|8,168|
49,345|8,1629|
49,3451|8,1631|
49,3451|8,135|
49,3451|8,1528|
49,3451|8,1385|
49,3451|8,1768|
49,3451|8,1432|
49,3451|8,1418|
49,3451|8,1384|
49,3451|8,1337|
49,3451|8,168|
49,3451|8,163|
49,3451|8,1629|
49,3452|8,1631|
49,3452|8,1528|
49,3452|8,1433|
49,3452|8,1767|
49,3452|8,1629|
49,3452|8,1627|
49,3452|8,135|
49,3452|8,1418|
49,3452|8,1419|
49,3452|8,1529|
49,3452|8,1768|
49,3452|8,163|
49,3452|8,1385|
49,3452|8,1384|
49,3452|8,1336|
49,3452|8,1388|
49,3452|8,139|
49,3452|8,1392|
49,3452|8,1394|
49,3452|8,1396|
49,3452|8,1398|
49,3452|8,1399|
49,3452|8,1401|
49,3452|8,1403|
49,3452|8,1404|
49,3452|8,1432|
49,3452|8,1351|
49,3453|8,163|
49,3453|8,1628|
49,3453|8,1626|
49,3453|8,1623|
49,3453|8,162|
49,3453|8,1351|
49,3453|8,1624|
49,3453|8,1621|
49,3453|8,1529|
49,3453|8,135|
49,3453|8,1386|
49,3453|8,1767|
49,3453|8,1528|
49,3453|8,1385|
49,3453|8,1419|
49,3453|8,1629|
49,3453|8,1627|
49,3453|8,1625|
49,3453|8,1418|
49,3453|8,1631|
49,3453|8,1622|
49,3453|8,1387|
49,3453|8,1404|
49,3453|8,1681|
49,3453|8,1433|
49,3454|8,1618|
49,3454|8,1615|
49,3454|8,1529|
49,3454|8,1386|
49,3454|8,1433|
49,3454|8,1766|
49,3454|8,1619|
49,3454|8,1616|
49,3454|8,1613|
49,3454|8,1621|
49,3454|8,1351|
49,3454|8,1767|
49,3454|8,1617|
49,3454|8,1614|
49,3454|8,162|
49,3454|8,1336|
49,3454|8,1387|
49,3454|8,1404|
49,3454|8,1682|
49,3454|8,1631|
49,3454|8,163|
49,3455|8,1766|
49,3455|8,1612|
49,3455|8,1609|
49,3455|8,1529|
49,3455|8,1351|
49,3455|8,1387|
49,3455|8,1434|
49,3455|8,161|
49,3455|8,1607|
49,3455|8,1613|
49,3455|8,1611|
49,3455|8,1606|
49,3455|8,1419|
49,3455|8,1608|
49,3455|8,1767|
49,3455|8,1336|
49,3455|8,1404|
49,3455|8,1682|
49,3455|8,1631|
49,3455|8,1433|
49,3455|8,163|
49,3456|8,1606|
49,3456|8,1603|
49,3456|8,1604|
49,3456|8,1601|
49,3456|8,1351|
49,3456|8,1387|
49,3456|8,1609|
49,3456|8,1434|
49,3456|8,1766|
49,3456|8,1529|
49,3456|8,1419|
49,3456|8,1605|
49,3456|8,142|
49,3456|8,1602|
49,3456|8,1335|
49,3456|8,1388|
49,3456|8,1405|
49,3456|8,1682|
49,3457|8,1765|
49,3457|8,1601|
49,3457|8,1598|
49,3457|8,1352|
49,3457|8,1434|
49,3457|8,1596|
49,3457|8,1529|
49,3457|8,1387|
49,3457|8,1435|
49,3457|8,1603|
49,3457|8,16|
49,3457|8,1597|
49,3457|8,142|
49,3457|8,1766|
49,3457|8,1599|
49,3457|8,1335|
49,3457|8,1682|
49,3457|8,1631|
49,3457|8,1439|
49,3457|8,1441|
49,3457|8,1442|
49,3458|8,1597|
49,3458|8,1596|
49,3458|8,1595|
49,3458|8,1594|
49,3458|8,1529|
49,3458|8,1352|
49,3458|8,1388|
49,3458|8,1435|
49,3458|8,1593|
49,3458|8,1387|
49,3458|8,1765|
49,3458|8,1591|
49,3458|8,1592|
49,3458|8,142|
49,3458|8,1419|
49,3458|8,1405|
49,3458|8,1682|
49,3458|8,1631|
49,3458|8,1436|
49,3458|8,1437|
49,3458|8,1438|
49,3458|8,1528|
49,3459|8,1764|
49,3459|8,1591|
49,3459|8,1388|
49,3459|8,1436|
49,3459|8,159|
49,3459|8,1529|
49,3459|8,1382|
49,3459|8,1384|
49,3459|8,1386|
49,3459|8,1387|
49,3459|8,1435|
49,3459|8,1594|
49,3459|8,1765|
49,3459|8,1588|
49,3459|8,1528|
49,3459|8,1589|
49,3459|8,142|
49,3459|8,1431|
49,3459|8,1433|
49,3459|8,1419|
49,3459|8,1434|
49,3459|8,1335|
49,3459|8,1383|
49,3459|8,1385|
49,3459|8,1405|
49,3459|8,1682|
49,3459|8,1632|
49,3459|8,1432|
49,3459|8,1352|
49,346|8,1588|
49,346|8,1585|
49,346|8,1529|
49,346|8,1352|
49,346|8,1377|
49,346|8,1379|
49,346|8,1381|
49,346|8,1383|
49,346|8,1384|
49,346|8,1386|
49,346|8,1387|
49,346|8,1669|
49,346|8,167|
49,346|8,1586|
49,346|8,1583|
49,346|8,1374|
49,346|8,1376|
49,346|8,1378|
49,346|8,138|
49,346|8,1436|
49,346|8,1764|
49,346|8,1528|
49,346|8,142|
49,346|8,143|
49,346|8,1427|
49,346|8,1429|
49,346|8,1431|
49,346|8,1587|
49,346|8,1584|
49,346|8,1372|
49,346|8,1682|
49,346|8,1631|
49,346|8,1437|
49,346|8,1632|
49,346|8,1428|
49,3461|8,1662|
49,3461|8,1664|
49,3461|8,1666|
49,3461|8,1668|
49,3461|8,167|
49,3461|8,1671|
49,3461|8,1583|
49,3461|8,158|
49,3461|8,1529|
49,3461|8,1352|
49,3461|8,1367|
49,3461|8,1369|
49,3461|8,1371|
49,3461|8,1375|
49,3461|8,1377|
49,3461|8,1378|
49,3461|8,1436|
49,3461|8,1659|
49,3461|8,1661|
49,3461|8,1663|
49,3461|8,1665|
49,3461|8,1667|
49,3461|8,1353|
49,3461|8,1363|
49,3461|8,1364|
49,3461|8,1365|
49,3461|8,137|
49,3461|8,1372|
49,3461|8,1764|
49,3461|8,1585|
49,3461|8,1582|
49,3461|8,1528|
49,3461|8,1366|
49,3461|8,1368|
49,3461|8,1373|
49,3461|8,1669|
49,3461|8,142|
49,3461|8,166|
49,3461|8,1421|
49,3461|8,1423|
49,3461|8,1424|
49,3461|8,1437|
49,3461|8,1422|
49,3461|8,1426|
49,3461|8,1581|
49,3461|8,1579|
49,3461|8,1334|
49,3461|8,1405|
49,3461|8,1683|
49,3461|8,1632|
49,3461|8,1658|
49,3462|8,1656|
49,3462|8,1658|
49,3462|8,1659|
49,3462|8,1671|
49,3462|8,1763|
49,3462|8,1578|
49,3462|8,1528|
49,3462|8,1353|
49,3462|8,1355|
49,3462|8,1356|
49,3462|8,1361|
49,3462|8,1363|
49,3462|8,1365|
49,3462|8,1366|
49,3462|8,1437|
49,3462|8,1657|
49,3462|8,1577|
49,3462|8,1529|
49,3462|8,1354|
49,3462|8,1358|
49,3462|8,1357|
49,3462|8,1359|
49,3462|8,1364|
49,3462|8,1655|
49,3462|8,1421|
49,3462|8,1579|
49,3462|8,1436|
49,3462|8,1334|
49,3462|8,136|
49,3462|8,1405|
49,3462|8,1683|
49,3462|8,1632|
49,3462|8,1633|
49,3462|8,1362|
49,3463|8,1575|
49,3463|8,1671|
49,3463|8,1574|
49,3463|8,1572|
49,3463|8,1529|
49,3463|8,1438|
49,3463|8,1654|
49,3463|8,1763|
49,3463|8,1576|
49,3463|8,1528|
49,3463|8,1437|
49,3463|8,1764|
49,3463|8,1573|
49,3463|8,1335|
49,3463|8,1336|
49,3463|8,1338|
49,3463|8,134|
49,3463|8,1344|
49,3463|8,1346|
49,3463|8,1348|
49,3463|8,135|
49,3463|8,1352|
49,3463|8,1405|
49,3463|8,1683|
49,3463|8,1685|
49,3463|8,1687|
49,3463|8,1688|
49,3463|8,169|
49,3463|8,1691|
49,3463|8,1693|
49,3463|8,1692|
49,3463|8,1689|
49,3463|8,1686|
49,3463|8,1684|
49,3463|8,1632|
49,3463|8,1633|
49,3463|8,1342|
49,3464|8,1671|
49,3464|8,1763|
49,3464|8,1573|
49,3464|8,157|
49,3464|8,1438|
49,3464|8,1653|
49,3464|8,1569|
49,3464|8,1566|
49,3464|8,1528|
49,3464|8,1529|
49,3464|8,1762|
49,3464|8,1572|
49,3464|8,1571|
49,3464|8,158|
49,3464|8,1581|
49,3464|8,1406|
49,3464|8,1683|
49,3464|8,1693|
49,3464|8,1439|
49,3464|8,1632|
49,3465|8,1672|
49,3465|8,1567|
49,3465|8,1564|
49,3465|8,1561|
49,3465|8,1558|
49,3465|8,1528|
49,3465|8,1439|
49,3465|8,1653|
49,3465|8,1562|
49,3465|8,156|
49,3465|8,1559|
49,3465|8,1438|
49,3465|8,1671|
49,3465|8,1762|
49,3465|8,1569|
49,3465|8,1566|
49,3465|8,1565|
49,3465|8,1529|
49,3465|8,1763|
49,3465|8,158|
49,3465|8,1581|
49,3465|8,157|
49,3465|8,1406|
49,3465|8,1683|
49,3465|8,1693|
49,3465|8,1632|
49,3465|8,1633|
49,3465|8,1579|
49,3465|8,1563|
49,3466|8,1762|
49,3466|8,1556|
49,3466|8,1553|
49,3466|8,155|
49,3466|8,1547|
49,3466|8,1652|
49,3466|8,1555|
49,3466|8,1554|
49,3466|8,1528|
49,3466|8,1439|
49,3466|8,1671|
49,3466|8,1557|
49,3466|8,1551|
49,3466|8,1548|
49,3466|8,1672|
49,3466|8,1558|
49,3466|8,1559|
49,3466|8,1529|
49,3466|8,157|
49,3466|8,1577|
49,3466|8,1579|
49,3466|8,1578|
49,3466|8,1576|
49,3466|8,1571|
49,3466|8,1406|
49,3466|8,1683|
49,3466|8,1693|
49,3466|8,1552|
49,3466|8,1549|
49,3466|8,1633|
49,3466|8,144|
49,3467|8,1672|
49,3467|8,1544|
49,3467|8,1543|
49,3467|8,1528|
49,3467|8,1652|
49,3467|8,1671|
49,3467|8,1761|
49,3467|8,154|
49,3467|8,144|
49,3467|8,1554|
49,3467|8,1762|
49,3467|8,1529|
49,3467|8,1653|
49,3467|8,1572|
49,3467|8,1574|
49,3467|8,1575|
49,3467|8,1573|
49,3467|8,1406|
49,3467|8,1683|
49,3467|8,1693|
49,3467|8,1694|
49,3467|8,1633|
49,3467|8,1542|
49,3467|8,1545|
49,3467|8,1439|
49,3468|8,1652|
49,3468|8,1761|
49,3468|8,1538|
49,3468|8,1537|
49,3468|8,1528|
49,3468|8,1672|
49,3468|8,1554|
49,3468|8,144|
49,3468|8,1553|
49,3468|8,1673|
49,3468|8,1762|
49,3468|8,1529|
49,3468|8,1439|
49,3468|8,1406|
49,3468|8,1693|
49,3468|8,1633|
49,3468|8,1441|
49,3468|8,1555|
49,3468|8,1536|
49,3468|8,1534|
49,3468|8,1634|
49,3469|8,1652|
49,3469|8,1533|
49,3469|8,1532|
49,3469|8,1441|
49,3469|8,1673|
49,3469|8,1554|
49,3469|8,1528|
