# Umweltkontrollsystem Log
# Start: 2025-07-15 17:24:55
# ===== SENSOR-KONFIGURATION =====
# TEMPERATURSENSOR:
#   DHT11: Pin 22 (Digital) - Temp + Luftfeuchtigkeit, 0.5Hz [Temperature_DHT_C, Humidity_RH]
#   DS18B20: Pin 8 (OneWire) - 4.7K Pull-up zu 5V erforderlich
# GPS-MODUL:
#   RX: Pin 19, TX: Pin 18 (Serial1, 9600 Baud), 200Hz [GPS_Lat, GPS_Lon, GPS_Alt, GPS_Speed, GPS_Course, GPS_Sats, GPS_DateTime]
# GAS-SENSOREN (MQ-Serie, 0.5Hz):
#   MQ2 (Methan,Butan,LPG,Rauch): A0 [MQ2]
#   MQ3 (Alkohol,Ethanol): A1 [MQ3]
#   MQ4 (Methan,CNG): A2 [MQ4]
#   MQ5 (Erdgas,LPG): A3 [MQ5]
#   MQ6 (LPG,Butan): A4 [MQ6]
#   MQ7 (Kohlenmonoxid CO): A5 [MQ7]
#   MQ8 (Wasserstoff H2): A6 [MQ8]
#   MQ9 (CO,entflammbare Gase): A7 [MQ9]
#   MQ135 (Luftqualitaet CO2,NH3,NOx): A8 [MQ135]
# MIKROFONE (100kHz Burst):
#   Mikrofon Klein: A9, Mikrofon Gross: A10 [Mic1, Mic2]
# RADIOAKTIVITAET:
#   Geigerzaehler: Pin 29 (Digital), 200Hz Polling [Radiation_CPS]
# LICHTSENSOR:
#   LDR: Pin A11, 0.5Hz (0-1023 = Dunkel-Hell) [Light_Level, Light_Percent]
# ZEIT/TIMESTAMP:
#   Sekunden seit Mitternacht + Millisekunden [SecSinceMidnight-MS, DateTime]
# SD-KARTE:
#   CS: Pin 10, MOSI: 51, MISO: 50, SCK: 52 (SPI)
# RTC (Real-Time Clock):
#   SDA: Pin 20, SCL: Pin 21 (I2C)
# SYSTEM: Arduino Mega 2560, 5V Versorgung
# ABTASTRATEN: GPS/Radiation=200Hz, Sensoren=0.5Hz, Mikro=100kHz
# ===================================
SecSinceMidnight-MS,Temperature_DHT_C,Humidity_RH,Light_Level,Light_Percent,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Speed,GPS_Course,GPS_Sats,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135,Mic1,Mic2,Radiation_CPS,DateTime,GPS_DateTime
62737-882,19.4,52.0,40,96.1,49.2704,7.8265,602.2,0.4, 0,11,90,158,277,234,154,298,228,232,152,3,3,0,2025-07-15 19:25:37 MESZ,2025-07-15 17:25:38 UTC
62739-162,19.4,52.0,38,96.2,49.2704,7.8265,602.3,0.0, 0,10,88,158,276,234,156,299,225,231,152,2,2,0,2025-07-15 19:25:39 MESZ,2025-07-15 17:25:41 UTC
62741-127,19.4,52.0,41,96.1,49.2704,7.8265,602.4,0.0, 0,10,90,157,278,234,156,298,227,231,152,3,2,0,2025-07-15 19:25:41 MESZ,2025-07-15 17:25:43 UTC
62744-213,19.4,52.0,40,96.0,49.2704,7.8265,602.5,0.1, 0,10,90,157,278,236,156,298,228,232,153,3,2,0,2025-07-15 19:25:44 MESZ,2025-07-15 17:25:45 UTC
62746-333,19.4,52.0,40,96.1,49.2704,7.8265,602.8,0.1, 0,10,89,156,279,235,158,297,228,232,153,3,2,0,2025-07-15 19:25:46 MESZ,2025-07-15 17:25:47 UTC
62748-297,19.4,52.0,39,96.0,49.2704,7.8265,603.2,0.3, 0,10,90,157,280,235,157,298,228,233,154,3,2,0,2025-07-15 19:25:48 MESZ,2025-07-15 17:25:49 UTC
62751-357,19.4,52.0,40,96.1,49.2704,7.8265,603.3,0.1, 0,10,90,157,279,236,156,298,228,233,154,2,4,0,2025-07-15 19:25:51 MESZ,2025-07-15 17:25:51 UTC
62753-614,19.4,52.0,40,96.1,49.2704,7.8265,603.3,0.1, 0,10,90,158,280,237,158,298,229,233,154,3,3,0,2025-07-15 19:25:53 MESZ,2025-07-15 17:25:53 UTC
62755-557,19.4,52.0,40,96.1,49.2704,7.8265,603.2,0.0, 0,10,92,157,280,238,157,297,229,234,155,3,3,0,2025-07-15 19:25:55 MESZ,2025-07-15 17:25:55 UTC
62757-635,19.4,52.0,40,95.9,49.2704,7.8265,602.9,0.1, 0,10,91,157,281,237,158,297,230,235,156,3,2,0,2025-07-15 19:25:57 MESZ,2025-07-15 17:25:57 UTC
62759-734,19.4,52.0,40,96.1,49.2704,7.8265,602.7,0.0, 0,10,90,157,282,239,158,298,230,237,156,2,2,0,2025-07-15 19:25:59 MESZ,2025-07-15 17:25:59 UTC
62761-726,19.4,52.0,40,95.9,49.2704,7.8265,602.4,0.0, 0,10,91,157,283,239,159,297,231,237,156,3,2,0,2025-07-15 19:26:01 MESZ,2025-07-15 17:26:01 UTC
62763-783,19.4,52.0,40,96.1,49.2704,7.8265,602.4,0.1, 0,10,91,156,281,237,158,298,231,236,157,2,2,0,2025-07-15 19:26:03 MESZ,2025-07-15 17:26:03 UTC
62765-011,19.4,52.0,41,96.2,49.2704,7.8265,602.3,0.0, 0,10,91,157,280,238,157,297,229,235,155,3,3,0,2025-07-15 19:26:05 MESZ,2025-07-15 17:26:05 UTC
62767-029,19.4,52.0,40,96.1,49.2704,7.8265,602.5,0.1, 0,10,91,157,280,237,157,297,229,234,154,3,3,0,2025-07-15 19:26:07 MESZ,2025-07-15 17:26:08 UTC
62769-116,19.4,52.0,40,96.1,49.2704,7.8265,602.8,0.0, 0,10,90,157,280,238,158,298,229,236,157,2,3,0,2025-07-15 19:26:09 MESZ,2025-07-15 17:26:10 UTC
62772-236,19.4,52.0,40,96.1,49.2703,7.8265,602.9,0.0, 0,10,91,157,280,237,158,297,230,235,155,3,3,1,2025-07-15 19:26:12 MESZ,2025-07-15 17:26:12 UTC
62774-198,19.4,52.0,41,96.0,49.2703,7.8265,603.3,0.5, 0,10,91,157,280,237,158,298,230,235,156,2,4,0,2025-07-15 19:26:14 MESZ,2025-07-15 17:26:14 UTC
62776-257,19.4,52.0,41,96.1,49.2703,7.8265,603.4,0.0, 0,10,92,158,280,237,158,298,230,235,155,3,3,0,2025-07-15 19:26:16 MESZ,2025-07-15 17:26:16 UTC
62778-567,19.4,52.0,40,96.0,49.2703,7.8265,603.3,0.0, 0,10,91,157,280,237,157,297,228,234,154,2,3,0,2025-07-15 19:26:18 MESZ,2025-07-15 17:26:18 UTC
62780-457,19.4,52.0,41,96.1,49.2703,7.8265,603.7,0.3, 0,10,91,158,281,238,159,298,230,236,154,3,3,0,2025-07-15 19:26:20 MESZ,2025-07-15 17:26:20 UTC
62782-536,19.4,52.0,42,96.1,49.2703,7.8265,603.5,0.1, 0,10,90,157,278,236,157,297,228,234,155,3,3,0,2025-07-15 19:26:22 MESZ,2025-07-15 17:26:22 UTC
62784-632,19.4,52.0,39,96.0,49.2703,7.8265,603.1,0.1, 0,9,91,158,279,236,157,299,228,233,154,3,3,0,2025-07-15 19:26:24 MESZ,2025-07-15 17:26:24 UTC
62786-626,19.4,52.0,40,96.1,49.2703,7.8265,602.6,0.2, 0,10,91,158,279,236,157,297,229,234,155,2,2,0,2025-07-15 19:26:26 MESZ,2025-07-15 17:26:26 UTC
62788-685,19.4,52.0,41,96.2,49.2703,7.8265,602.2,0.1, 0,10,90,157,280,238,157,298,230,234,155,2,4,0,2025-07-15 19:26:28 MESZ,2025-07-15 17:26:28 UTC
62790-915,19.4,52.0,39,96.1,49.2703,7.8265,601.9,0.1, 0,10,91,157,280,236,158,298,229,235,154,3,2,0,2025-07-15 19:26:30 MESZ,2025-07-15 17:26:30 UTC
62792-931,19.4,52.0,40,96.2,49.2703,7.8265,601.4,0.1, 0,10,90,157,280,237,158,298,229,234,155,3,4,0,2025-07-15 19:26:32 MESZ,2025-07-15 17:26:33 UTC
62794-015,19.4,52.0,39,96.0,49.2703,7.8265,600.8,0.0, 0,10,90,158,281,238,158,298,230,234,154,3,3,0,2025-07-15 19:26:34 MESZ,2025-07-15 17:26:35 UTC
62796-138,19.4,52.0,40,96.1,49.2703,7.8265,600.4,0.1, 0,10,90,156,281,238,159,298,230,235,156,3,3,0,2025-07-15 19:26:36 MESZ,2025-07-15 17:26:37 UTC
62798-100,19.4,52.0,40,96.1,49.2703,7.8265,600.1,0.0, 0,10,92,157,281,238,157,299,230,236,157,3,2,0,2025-07-15 19:26:38 MESZ,2025-07-15 17:26:39 UTC
62800-156,19.4,52.0,41,96.1,49.2703,7.8265,600.0,0.1, 0,10,91,157,281,239,158,297,230,235,156,3,3,0,2025-07-15 19:26:40 MESZ,2025-07-15 17:26:41 UTC
62802-415,19.4,52.0,40,96.2,49.2703,7.8265,600.1,0.1, 0,10,91,158,281,237,158,298,230,235,155,3,3,1,2025-07-15 19:26:42 MESZ,2025-07-15 17:26:43 UTC
62804-357,19.4,52.0,39,96.0,49.2703,7.8265,600.2,0.0, 0,10,92,158,281,238,158,298,230,235,156,3,3,0,2025-07-15 19:26:44 MESZ,2025-07-15 17:26:45 UTC
62807-436,19.4,52.0,40,96.1,49.2703,7.8265,600.4,0.0, 0,10,92,156,282,238,159,297,232,237,157,3,3,0,2025-07-15 19:26:47 MESZ,2025-07-15 17:26:47 UTC
62809-533,19.4,52.0,40,96.1,49.2703,7.8265,600.7,0.0, 0,10,92,157,283,240,159,297,232,238,157,3,3,0,2025-07-15 19:26:49 MESZ,2025-07-15 17:26:49 UTC
62811-525,19.4,52.0,40,96.1,49.2703,7.8265,601.1,0.0, 0,10,91,158,281,238,158,298,229,235,156,3,3,0,2025-07-15 19:26:51 MESZ,2025-07-15 17:26:51 UTC
62813-584,19.4,52.0,40,96.2,49.2703,7.8265,601.2,0.2, 0,10,91,157,281,239,158,298,230,234,156,3,2,0,2025-07-15 19:26:53 MESZ,2025-07-15 17:26:53 UTC
62815-812,19.4,52.0,39,96.1,49.2703,7.8265,601.2,0.1, 0,10,92,157,281,238,157,298,229,234,155,3,3,0,2025-07-15 19:26:55 MESZ,2025-07-15 17:26:55 UTC
62817-881,19.4,52.0,39,96.2,49.2703,7.8265,601.1,0.0, 0,10,90,157,281,238,159,298,229,234,156,3,2,0,2025-07-15 19:26:57 MESZ,2025-07-15 17:26:58 UTC
62819-915,19.4,52.0,39,96.0,49.2703,7.8265,601.3,0.0, 0,10,91,157,282,239,160,296,231,238,157,3,3,1,2025-07-15 19:26:59 MESZ,2025-07-15 17:27:00 UTC
62821-034,19.4,52.0,41,96.1,49.2703,7.8265,601.4,0.1, 0,10,91,157,282,239,157,296,231,237,156,3,3,0,2025-07-15 19:27:01 MESZ,2025-07-15 17:27:02 UTC
62823-997,19.4,52.0,40,96.0,49.2703,7.8265,601.1,0.0, 0,10,91,157,280,238,159,297,232,237,157,3,3,0,2025-07-15 19:27:03 MESZ,2025-07-15 17:27:04 UTC
62825-054,19.4,52.0,40,96.3,49.2703,7.8265,600.6,0.3, 0,10,91,156,282,238,159,297,231,237,158,3,2,0,2025-07-15 19:27:05 MESZ,2025-07-15 17:27:06 UTC
62827-311,19.4,52.0,40,96.1,49.2703,7.8265,600.3,0.0, 0,11,92,158,281,238,159,296,230,237,156,3,3,0,2025-07-15 19:27:07 MESZ,2025-07-15 17:27:08 UTC
62829-275,19.4,52.0,39,96.1,49.2703,7.8265,600.3,0.1, 0,11,91,157,280,238,157,297,230,236,156,3,3,1,2025-07-15 19:27:09 MESZ,2025-07-15 17:27:10 UTC
62831-333,19.4,52.0,40,96.1,49.2703,7.8265,600.5,0.1, 0,11,92,157,281,238,159,296,229,237,156,3,3,0,2025-07-15 19:27:11 MESZ,2025-07-15 17:27:12 UTC
62834-429,19.4,52.0,40,96.1,49.2703,7.8265,600.6,0.1, 0,11,90,155,283,238,158,297,230,238,156,3,3,0,2025-07-15 19:27:14 MESZ,2025-07-15 17:27:14 UTC
62836-422,19.4,52.0,40,96.1,49.2703,7.8265,600.7,0.0, 0,11,91,157,282,239,158,296,231,237,157,3,3,0,2025-07-15 19:27:16 MESZ,2025-07-15 17:27:16 UTC
62838-480,19.4,52.0,40,96.2,49.2703,7.8265,601.0,0.0, 0,11,92,157,282,239,159,296,231,238,157,3,2,0,2025-07-15 19:27:18 MESZ,2025-07-15 17:27:18 UTC
62840-708,19.4,52.0,39,96.2,49.2703,7.8265,601.2,0.1, 0,11,92,156,284,241,160,296,233,239,158,3,2,0,2025-07-15 19:27:20 MESZ,2025-07-15 17:27:20 UTC
62841-725,19.4,52.0,41,96.2,49.2703,7.8265,601.4,0.0, 0,11,92,157,284,240,159,297,232,238,158,3,2,0,2025-07-15 19:27:21 MESZ,2025-07-15 17:27:23 UTC
62843-864,19.4,52.0,40,96.1,49.2703,7.8265,601.5,0.0, 0,11,91,157,283,239,159,297,232,237,157,3,3,0,2025-07-15 19:27:23 MESZ,2025-07-15 17:27:25 UTC
62845-930,19.4,52.0,39,96.1,49.2703,7.8265,601.4,0.0, 0,11,91,156,282,239,159,297,232,238,158,3,3,0,2025-07-15 19:27:25 MESZ,2025-07-15 17:27:27 UTC
62847-892,19.4,52.0,40,96.1,49.2703,7.8265,601.5,0.0, 0,11,92,157,283,240,160,296,232,237,157,3,3,0,2025-07-15 19:27:27 MESZ,2025-07-15 17:27:29 UTC
62849-949,19.4,52.0,40,96.1,49.2703,7.8265,601.6,0.0, 0,11,92,157,282,239,158,296,231,236,157,3,2,1,2025-07-15 19:27:29 MESZ,2025-07-15 17:27:31 UTC
62851-208,19.4,52.0,40,96.2,49.2703,7.8265,601.8,0.1, 0,11,92,157,283,239,159,298,232,236,156,3,2,0,2025-07-15 19:27:31 MESZ,2025-07-15 17:27:33 UTC
62853-172,19.3,52.0,39,96.2,49.2703,7.8265,602.0,0.0, 0,11,91,158,282,240,159,296,231,237,157,3,3,0,2025-07-15 19:27:33 MESZ,2025-07-15 17:27:35 UTC
62855-258,19.3,52.0,40,96.1,49.2703,7.8265,602.1,0.1, 0,11,92,156,283,239,158,297,230,237,157,3,3,0,2025-07-15 19:27:35 MESZ,2025-07-15 17:27:37 UTC
62857-327,19.3,52.0,40,96.1,49.2703,7.8265,602.1,0.1, 0,11,92,156,283,240,159,296,232,237,157,2,3,0,2025-07-15 19:27:37 MESZ,2025-07-15 17:27:39 UTC
62859-320,19.3,52.0,39,96.1,49.2703,7.8265,602.0,0.0, 0,11,92,157,282,239,159,297,231,237,157,3,3,0,2025-07-15 19:27:39 MESZ,2025-07-15 17:27:41 UTC
62861-379,19.3,52.0,40,96.2,49.2703,7.8265,601.8,0.0, 0,11,91,157,283,240,160,296,231,237,158,4,3,0,2025-07-15 19:27:41 MESZ,2025-07-15 17:27:43 UTC
62864-607,19.3,52.0,39,96.2,49.2703,7.8265,601.7,0.0, 0,11,91,157,283,240,160,298,232,237,156,2,3,0,2025-07-15 19:27:44 MESZ,2025-07-15 17:27:45 UTC
62866-603,19.3,52.0,39,96.1,49.2703,7.8265,601.6,0.0, 0,11,92,157,282,240,159,296,231,237,158,3,3,0,2025-07-15 19:27:46 MESZ,2025-07-15 17:27:47 UTC
62868-711,19.3,52.0,38,96.3,49.2703,7.8265,601.5,0.0, 0,11,92,157,283,239,160,298,231,237,157,2,2,0,2025-07-15 19:27:48 MESZ,2025-07-15 17:27:50 UTC
62871-830,19.3,52.0,39,96.2,49.2703,7.8265,601.6,0.1, 0,11,91,157,282,239,159,297,231,237,157,2,3,0,2025-07-15 19:27:51 MESZ,2025-07-15 17:27:52 UTC
62873-792,19.3,52.0,38,96.2,49.2703,7.8265,602.0,0.0, 0,11,92,157,285,242,160,297,233,240,159,3,3,0,2025-07-15 19:27:53 MESZ,2025-07-15 17:27:54 UTC
