# Umweltkontrollsystem Log
# Start: 2025-07-15 16:19:10
# ===== SENSOR-KONFIGURATION =====
# TEMPERATURSENSOR:
#   DHT11: Pin 22 (Digital) - Temp + Luftfeuchtigkeit, 0.5Hz [Temperature_DHT_C, Humidity_RH]
#   DS18B20: Pin 8 (OneWire) - 4.7K Pull-up zu 5V erforderlich
# GPS-MODUL:
#   RX: Pin 19, TX: Pin 18 (Serial1, 9600 Baud), 200Hz [GPS_Lat, GPS_Lon, GPS_Alt, GPS_Speed, GPS_Course, GPS_Sats, GPS_DateTime]
# GAS-SENSOREN (MQ-Serie, 0.5Hz):
#   MQ2 (Methan,Butan,LPG,Rauch): A0 [MQ2]
#   MQ3 (Alkohol,Ethanol): A1 [MQ3]
#   MQ4 (Methan,CNG): A2 [MQ4]
#   MQ5 (Erdgas,LPG): A3 [MQ5]
#   MQ6 (LPG,Butan): A4 [MQ6]
#   MQ7 (Kohlenmonoxid CO): A5 [MQ7]
#   MQ8 (Wasserstoff H2): A6 [MQ8]
#   MQ9 (CO,entflammbare Gase): A7 [MQ9]
#   MQ135 (Luftqualitaet CO2,NH3,NOx): A8 [MQ135]
# MIKROFONE (100kHz Burst):
#   Mikrofon Klein: A9, Mikrofon Gross: A10 [Mic1, Mic2]
# RADIOAKTIVITAET:
#   Geigerzaehler: Pin 29 (Digital), 200Hz Polling [Radiation_CPS]
# LICHTSENSOR:
#   LDR: Pin A11, 0.5Hz (0-1023 = Dunkel-Hell) [Light_Level, Light_Percent]
# ZEIT/TIMESTAMP:
#   Sekunden seit Mitternacht + Millisekunden [SecSinceMidnight-MS, DateTime]
# SD-KARTE:
#   CS: Pin 10, MOSI: 51, MISO: 50, SCK: 52 (SPI)
# RTC (Real-Time Clock):
#   SDA: Pin 20, SCL: Pin 21 (I2C)
# SYSTEM: Arduino Mega 2560, 5V Versorgung
# ABTASTRATEN: GPS/Radiation=200Hz, Sensoren=0.5Hz, Mikro=100kHz
# ===================================
SecSinceMidnight-MS,Temperature_DHT_C,Humidity_RH,Light_Level,Light_Percent,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Speed,GPS_Course,GPS_Sats,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135,Mic1,Mic2,Radiation_CPS,DateTime,GPS_DateTime
58750-533,0.0,0.0,25,97.5,--,--,--,--,--,0,75,160,266,228,149,264,216,158,89,4,5,0,2025-07-15 18:19:10 MESZ,----/--/-- --:--:-- UTC
58752-452,22.1,41.0,24,97.8,49.2703,7.8264,611.8,0.0, 0,8,77,160,267,230,151,265,217,155,88,5,4,1,2025-07-15 18:19:12 MESZ,----/--/-- --:--:-- UTC
58755-530,22.0,41.0,23,97.8,49.2703,7.8264,612.6,0.1, 0,8,76,161,268,226,149,265,218,160,90,4,4,0,2025-07-15 18:19:15 MESZ,2025-07-15 16:19:15 UTC
58757-755,22.0,41.0,24,97.8,49.2703,7.8264,612.5,0.1, 0,8,78,159,269,229,148,263,217,161,91,6,4,0,2025-07-15 18:19:17 MESZ,2025-07-15 16:19:17 UTC
58759-828,21.9,41.0,23,97.8,49.2703,7.8264,612.4,0.1, 0,8,77,162,269,226,151,266,218,162,93,4,5,0,2025-07-15 18:19:19 MESZ,2025-07-15 16:19:20 UTC
58761-864,21.8,41.0,23,97.7,49.2703,7.8264,612.3,0.1, 0,8,77,159,270,229,150,266,219,163,92,5,4,0,2025-07-15 18:19:21 MESZ,2025-07-15 16:19:22 UTC
58763-979,21.8,41.0,24,97.7,49.2703,7.8264,612.7,0.1, 0,8,78,160,272,229,152,267,222,164,94,5,5,0,2025-07-15 18:19:23 MESZ,2025-07-15 16:19:24 UTC
58765-945,21.7,41.0,23,97.8,49.2703,7.8264,613.0,0.0, 0,8,77,158,271,232,152,265,221,172,94,4,5,0,2025-07-15 18:19:25 MESZ,2025-07-15 16:19:26 UTC
58767-003,21.7,41.0,24,97.7,49.2703,7.8264,612.5,0.0, 0,8,78,160,271,232,152,269,222,170,95,5,8,0,2025-07-15 18:19:27 MESZ,2025-07-15 16:19:28 UTC
58769-256,21.7,41.0,25,97.6,49.2703,7.8264,612.4,0.0, 0,8,78,162,274,232,153,268,223,170,95,4,5,0,2025-07-15 18:19:29 MESZ,2025-07-15 16:19:30 UTC
58771-203,21.7,41.0,23,97.8,49.2703,7.8264,611.3,0.1, 0,9,80,162,273,232,154,267,221,172,96,6,5,0,2025-07-15 18:19:31 MESZ,2025-07-15 16:19:32 UTC
58773-281,21.6,41.0,23,97.8,49.2703,7.8264,610.7,0.0, 0,9,80,163,271,228,153,269,221,172,97,5,6,0,2025-07-15 18:19:33 MESZ,2025-07-15 16:19:34 UTC
58775-375,21.6,41.0,25,97.7,49.2703,7.8264,610.2,0.1, 0,9,79,162,271,231,153,268,222,174,97,4,5,0,2025-07-15 18:19:35 MESZ,2025-07-15 16:19:36 UTC
58777-371,21.6,42.0,24,97.7,49.2703,7.8264,609.7,0.0, 0,9,80,159,269,231,153,270,225,174,99,7,6,0,2025-07-15 18:19:37 MESZ,2025-07-15 16:19:38 UTC
58779-428,21.6,42.0,23,97.7,49.2703,7.8264,609.5,0.1, 0,9,79,162,272,232,152,270,222,177,98,5,6,1,2025-07-15 18:19:39 MESZ,2025-07-15 16:19:40 UTC
58781-652,21.6,42.0,24,97.7,49.2703,7.8264,609.6,0.0, 0,9,79,161,271,231,152,271,222,175,96,4,5,1,2025-07-15 18:19:41 MESZ,2025-07-15 16:19:42 UTC
58783-649,21.6,42.0,23,97.7,49.2703,7.8264,609.5,0.0, 0,9,80,162,272,229,150,271,223,174,99,4,5,0,2025-07-15 18:19:43 MESZ,2025-07-15 16:19:44 UTC
58785-757,21.6,43.0,23,97.8,49.2703,7.8264,609.6,0.1, 0,9,81,162,273,232,147,272,222,177,98,5,7,0,2025-07-15 18:19:45 MESZ,2025-07-15 16:19:47 UTC
58787-823,21.6,43.0,23,97.8,49.2703,7.8264,609.7,0.1, 0,9,81,162,272,231,152,271,222,177,98,5,4,0,2025-07-15 18:19:47 MESZ,2025-07-15 16:19:49 UTC
58789-840,21.6,43.0,23,97.8,49.2703,7.8264,609.8,0.1, 0,9,79,162,273,233,153,272,223,178,101,4,5,0,2025-07-15 18:19:49 MESZ,2025-07-15 16:19:51 UTC
58791-898,21.6,43.0,23,97.7,49.2703,7.8264,609.9,0.0, 0,9,82,162,275,232,152,270,224,180,100,5,4,0,2025-07-15 18:19:51 MESZ,2025-07-15 16:19:53 UTC
58793-155,21.6,43.0,24,97.7,49.2703,7.8264,610.0,0.1, 0,9,80,163,275,234,154,273,222,183,100,5,4,0,2025-07-15 18:19:53 MESZ,2025-07-15 16:19:55 UTC
58796-121,21.6,43.0,23,97.8,49.2703,7.8264,609.7,0.0, 0,9,82,162,276,234,155,273,223,184,103,4,5,0,2025-07-15 18:19:56 MESZ,2025-07-15 16:19:57 UTC
58798-177,21.6,43.0,24,97.7,49.2703,7.8264,609.5,0.0, 0,9,80,163,276,234,155,273,225,184,103,5,4,0,2025-07-15 18:19:58 MESZ,2025-07-15 16:19:59 UTC
58800-270,21.6,43.0,22,97.7,49.2703,7.8265,609.0,0.2, 0,9,84,162,277,234,155,271,224,185,103,5,4,0,2025-07-15 18:20:00 MESZ,2025-07-15 16:20:01 UTC
58802-266,21.6,43.0,25,97.7,49.2703,7.8265,608.7,0.0, 0,9,84,163,275,233,154,274,223,187,103,3,4,1,2025-07-15 18:20:02 MESZ,2025-07-15 16:20:03 UTC
58805-323,21.6,43.0,23,97.8,49.2703,7.8265,608.4,0.1, 0,9,82,165,276,235,156,274,226,184,103,4,4,0,2025-07-15 18:20:05 MESZ,2025-07-15 16:20:05 UTC
58807-551,21.6,43.0,22,97.7,49.2703,7.8265,608.1,0.1, 0,9,83,163,276,235,155,275,224,187,104,6,5,0,2025-07-15 18:20:07 MESZ,2025-07-15 16:20:07 UTC
58809-549,21.6,43.0,25,97.7,49.2703,7.8265,607.7,0.1, 0,9,83,161,275,237,156,274,224,187,108,4,4,0,2025-07-15 18:20:09 MESZ,2025-07-15 16:20:09 UTC
58811-628,21.6,43.0,23,97.8,49.2703,7.8265,607.3,0.1, 0,9,84,163,273,234,152,274,225,188,103,4,5,0,2025-07-15 18:20:11 MESZ,2025-07-15 16:20:11 UTC
58813-775,21.6,43.0,24,97.7,49.2703,7.8265,606.9,0.1, 0,9,85,163,276,236,147,275,225,190,104,4,6,0,2025-07-15 18:20:13 MESZ,2025-07-15 16:20:14 UTC
58815-739,21.6,43.0,24,97.6,49.2703,7.8265,606.4,0.0, 0,9,84,163,277,233,155,277,226,189,105,6,5,0,2025-07-15 18:20:15 MESZ,2025-07-15 16:20:16 UTC
58817-797,21.6,43.0,25,97.8,49.2703,7.8265,606.1,0.1, 0,9,84,164,278,236,154,275,227,190,106,4,5,0,2025-07-15 18:20:17 MESZ,2025-07-15 16:20:18 UTC
58819-001,21.6,43.0,23,97.8,49.2703,7.8265,605.6,0.0, 0,9,84,162,276,236,155,276,225,190,106,5,5,0,2025-07-15 18:20:19 MESZ,2025-07-15 16:20:20 UTC
58822-062,21.6,43.0,23,97.8,49.2703,7.8265,605.3,0.0, 0,9,84,163,278,235,155,275,224,192,106,4,4,1,2025-07-15 18:20:22 MESZ,2025-07-15 16:20:22 UTC
58824-099,21.6,43.0,25,97.7,49.2703,7.8265,605.0,0.1, 0,9,83,164,277,237,156,274,231,193,106,5,3,1,2025-07-15 18:20:24 MESZ,2025-07-15 16:20:24 UTC
58826-195,21.6,43.0,24,97.8,49.2703,7.8265,604.7,0.0, 0,9,86,161,278,236,156,276,227,194,106,5,5,0,2025-07-15 18:20:26 MESZ,2025-07-15 16:20:26 UTC
58828-188,21.6,43.0,23,97.8,49.2703,7.8265,604.3,0.0, 0,9,86,163,277,235,157,276,228,196,108,4,4,0,2025-07-15 18:20:28 MESZ,2025-07-15 16:20:28 UTC
58830-248,21.6,43.0,24,97.8,49.2703,7.8265,603.9,0.1, 0,9,84,164,279,236,158,277,227,197,109,5,5,0,2025-07-15 18:20:30 MESZ,2025-07-15 16:20:30 UTC
58832-474,21.5,43.0,25,97.6,49.2703,7.8265,603.5,0.0, 0,9,85,162,276,238,158,276,228,198,110,6,5,0,2025-07-15 18:20:32 MESZ,2025-07-15 16:20:32 UTC
58834-469,21.5,43.0,24,97.6,49.2703,7.8265,603.2,0.0, 0,9,86,163,278,241,158,277,226,200,110,6,3,0,2025-07-15 18:20:34 MESZ,2025-07-15 16:20:34 UTC
58835-550,21.5,43.0,22,97.8,49.2703,7.8265,603.1,0.0, 0,9,86,161,280,238,157,278,228,200,110,4,5,0,2025-07-15 18:20:35 MESZ,2025-07-15 16:20:36 UTC
58837-750,21.5,43.0,25,97.7,49.2703,7.8265,603.0,0.1, 0,9,86,164,280,238,156,278,228,200,110,5,5,0,2025-07-15 18:20:37 MESZ,2025-07-15 16:20:39 UTC
58839-661,21.5,43.0,24,97.7,49.2703,7.8265,602.9,0.1, 0,9,86,162,278,237,157,277,227,197,110,5,4,0,2025-07-15 18:20:39 MESZ,2025-07-15 16:20:41 UTC
58841-717,21.5,43.0,25,97.7,49.2703,7.8265,602.6,0.1, 0,9,88,162,280,238,155,278,226,201,109,4,4,1,2025-07-15 18:20:41 MESZ,2025-07-15 16:20:43 UTC
58843-979,21.5,43.0,25,97.5,49.2703,7.8265,602.4,0.1, 0,9,87,164,275,237,157,278,229,201,112,4,5,1,2025-07-15 18:20:43 MESZ,2025-07-15 16:20:45 UTC
58845-944,21.5,43.0,25,97.6,49.2703,7.8265,602.2,0.1, 0,9,88,163,280,237,159,278,226,203,112,3,7,0,2025-07-15 18:20:45 MESZ,2025-07-15 16:20:47 UTC
58847-030,21.5,43.0,26,97.5,49.2703,7.8265,601.7,0.1, 0,9,82,164,280,237,158,280,228,203,112,5,3,0,2025-07-15 18:20:47 MESZ,2025-07-15 16:20:49 UTC
58849-148,21.5,43.0,25,97.6,49.2703,7.8265,601.6,0.1, 0,9,87,163,279,237,157,279,226,202,111,4,4,0,2025-07-15 18:20:49 MESZ,2025-07-15 16:20:51 UTC
58851-090,21.5,43.0,26,97.6,49.2703,7.8265,601.5,0.0, 0,9,86,164,278,237,158,278,227,201,112,4,4,0,2025-07-15 18:20:51 MESZ,2025-07-15 16:20:53 UTC
58853-147,21.5,44.0,26,97.5,49.2703,7.8265,601.3,0.0, 0,9,87,163,278,236,158,277,226,203,112,6,5,0,2025-07-15 18:20:53 MESZ,2025-07-15 16:20:55 UTC
58856-374,21.5,44.0,25,97.4,49.2703,7.8265,601.1,0.1, 0,9,87,163,280,235,157,278,228,204,112,7,4,0,2025-07-15 18:20:56 MESZ,2025-07-15 16:20:57 UTC
58858-369,21.4,44.0,26,97.4,49.2703,7.8265,600.9,0.1, 0,9,87,163,279,238,160,280,227,204,112,6,4,0,2025-07-15 18:20:58 MESZ,2025-07-15 16:20:59 UTC
58860-447,21.4,44.0,26,97.4,49.2703,7.8265,600.5,0.1, 0,9,89,164,280,237,158,280,223,206,112,6,3,0,2025-07-15 18:21:00 MESZ,2025-07-15 16:21:01 UTC
58862-595,21.4,44.0,28,97.4,49.2703,7.8265,599.9,0.1, 0,9,85,162,281,238,158,280,228,206,111,5,6,0,2025-07-15 18:21:02 MESZ,2025-07-15 16:21:04 UTC
58865-610,21.4,44.0,34,96.7,49.2703,7.8265,599.8,0.3, 0,9,89,162,280,238,157,280,227,205,117,5,5,0,2025-07-15 18:21:05 MESZ,2025-07-15 16:21:06 UTC
58867-615,21.4,44.0,33,96.7,49.2703,7.8265,599.0,0.1, 0,9,87,164,280,237,158,281,234,204,113,6,5,0,2025-07-15 18:21:07 MESZ,2025-07-15 16:21:08 UTC
58869-925,21.4,44.0,40,96.2,49.2703,7.8265,598.8,0.1, 0,9,83,165,280,238,158,281,229,205,115,5,4,1,2025-07-15 18:21:09 MESZ,2025-07-15 16:21:10 UTC
58871-838,21.4,44.0,34,96.6,49.2703,7.8265,598.6,0.4, 0,9,85,163,279,237,157,276,229,206,113,6,4,0,2025-07-15 18:21:11 MESZ,2025-07-15 16:21:12 UTC
58873-976,21.4,44.0,25,97.6,49.2703,7.8265,598.5,0.5, 0,9,88,163,280,239,158,281,228,208,114,6,5,0,2025-07-15 18:21:13 MESZ,2025-07-15 16:21:14 UTC
58875-994,21.4,44.0,24,97.7,49.2703,7.8265,598.2,0.0, 0,9,90,164,279,238,156,280,228,209,114,5,4,0,2025-07-15 18:21:15 MESZ,2025-07-15 16:21:16 UTC
58877-987,21.4,44.0,23,97.6,49.2703,7.8265,597.8,0.1, 0,9,88,163,280,238,159,278,227,209,117,6,4,1,2025-07-15 18:21:17 MESZ,2025-07-15 16:21:18 UTC
58879-044,21.4,44.0,25,97.7,49.2703,7.8265,598.3,0.0, 0,9,90,163,279,238,156,281,230,212,114,6,4,0,2025-07-15 18:21:19 MESZ,2025-07-15 16:21:20 UTC
58881-273,21.4,44.0,24,97.7,49.2703,7.8265,598.3,0.3, 0,9,88,164,281,237,158,282,228,211,116,5,5,0,2025-07-15 18:21:21 MESZ,2025-07-15 16:21:22 UTC
58883-267,21.4,44.0,24,97.7,49.2703,7.8265,598.2,0.3, 0,9,89,163,279,238,159,281,228,210,116,5,4,0,2025-07-15 18:21:23 MESZ,2025-07-15 16:21:24 UTC
58886-345,21.4,44.0,23,97.7,49.2703,7.8265,598.2,0.1, 0,9,90,164,280,237,160,281,229,211,115,5,4,0,2025-07-15 18:21:26 MESZ,2025-07-15 16:21:26 UTC
